,time,character,quote,location,description,Sentiment
862,862,Sandra,I don't like it here. It's where they keep Riley's darkest fears.,SUBCONSCIOUS CAVE,Joyce gives Sandra an approving nod: nice work. They head forward. This place is spooky.,1
863,863,Joyce,It's broccoli!,SUBCONSCIOUS CAVE,Joyce spots a dark shape ahead:,0
864,864,Sandra,The stairs to the basement!,SUBCONSCIOUS CAVE,Behind them:,0
865,865,Joyce,Grandma's vacuum cleaner!,SUBCONSCIOUS CAVE,They SCAMPER AWAY like frightened mice.,0
866,866,Joyce,"(catching her breath) Okay, come on.",SUBCONSCIOUS CAVE,The vacuum gives chase. Joyce and Sandra lose it and hide behind a rock.,0
867,867,Joyce,Would you walk quieter?,SUBCONSCIOUS CAVE,Sandra makes a loud CRINKLING NOISE with each step.,0
868,868,Sandra,I'm trying!,SUBCONSCIOUS CAVE,Sandra makes a loud CRINKLING NOISE with each step.,0
869,869,Joyce,What is going-- (looking down) Candy wrappers.,SUBCONSCIOUS CAVE,Sandra makes a loud CRINKLING NOISE with each step.,0
870,870,Joyce,Bing Bong!,SUBCONSCIOUS CAVE,"--a crying Bing Bong in a balloon cage, atop a large mound.",0
871,871,BING BONG,Joyce?,SUBCONSCIOUS CAVE,"--a crying Bing Bong in a balloon cage, atop a large mound.",0
872,872,Joyce,There you are.,SUBCONSCIOUS CAVE,"--a crying Bing Bong in a balloon cage, atop a large mound.",0
873,873,BING BONG,SHHHHH! (points),SUBCONSCIOUS CAVE,"--a crying Bing Bong in a balloon cage, atop a large mound.",0
874,874,Joyce,(terrified) It's Jangles.,SUBCONSCIOUS CAVE,They are standing in front of a giant SLEEPING CLOWN.,0
875,875,JANGLES,"(talking in his sleep) Who's the birthday girl, who's the birthday girl...",SUBCONSCIOUS CAVE,They are standing in front of a giant SLEEPING CLOWN.,0
876,876,Joyce,Do you have the core memories?,SUBCONSCIOUS CAVE,They gingerly approach Jangles. Joyce climbs up to Bing Bong.,0
877,877,BING BONG,All he cared about was the candy!,SUBCONSCIOUS CAVE,He gives her the satchel. Joyce holds them close.,0
878,878,BING BONG,We're out of here! Let's get to that train.,SUBCONSCIOUS CAVE,"Joyce helps Bing Bong squeeze through, but the balloon-bars make loud twisting noises. Jangles stirs. Joyce freezes. She stretches them further... Success! Joyce and Bing Bong hurry down and the trio rush away.",0
879,879,Joyce,Wait. The train's not running. We still have to wake up Riley.,SUBCONSCIOUS CAVE,"Joyce helps Bing Bong squeeze through, but the balloon-bars make loud twisting noises. Jangles stirs. Joyce freezes. She stretches them further... Success! Joyce and Bing Bong hurry down and the trio rush away.",0
880,880,Sandra,But how?,SUBCONSCIOUS CAVE,"Joyce helps Bing Bong squeeze through, but the balloon-bars make loud twisting noises. Jangles stirs. Joyce freezes. She stretches them further... Success! Joyce and Bing Bong hurry down and the trio rush away.",0
881,881,BING BONG,Oh no.,SUBCONSCIOUS CAVE,Joyce and Sandra look back at the clown.,0
882,882,Joyce,"(loudly) H-hhey Sandra, did you hear about the p-pahh-party that we're having?",SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them.",0
883,883,Sandra,"Ohhhh yeah, yes Joyce! Isn't it a ba- bahh... birthday party?",SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them.",0
884,884,JANGLES,Did you say... birthday?,SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them.",0
885,885,Joyce,"And there's going to be cake, and presents and--",SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them.",0
886,886,Sandra,--and games and balloons--,SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them.",0
887,887,JANGLES,(pulls out a giant mallet) A BIRTHDAY?!?!,SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them.",0
888,888,Joyce,Okay. Follow us!,SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them.",0
889,889,Joyce,"Nothing like a good scare to wake you up, right?",SUBCONSCIOUS CAVE,"All three run towards the gate, followed by the giant clown!",1
890,890,SUBCONSCIOUS GUARD FRANK,"Okay, but it's my handwriting.",SUBCONSCIOUS GATE,The guards inspect each others' hats.,0
891,891,SUBCONSCIOUS GUARD DAVE,"No, it isn't. That's my handwrit-- I wrote that!",SUBCONSCIOUS GATE,The guards inspect each others' hats.,0
892,892,SUBCONSCIOUS GUARD FRANK,"No, but THIS one's my handwriting--",SUBCONSCIOUS GATE,The guards inspect each others' hats.,0
893,893,JANGLES,WHO'S THE BIRTHDAY GIRL?!?!,STAGE B,The set begins to shake. BLAAAM! Jangles crashes in.,0
894,894,BING BONG,"Come on, let's go!",STAGE B,The meter reads AWAKE. Joyce and Sandra do a happy dance.,0
895,895,Joyce,Ha ha! We made it!,TRAIN STATION,Our trio leap aboard just as the train picks up speed.,0
896,896,Sandra,Whoo-hoo! Ha ha!,TRAIN STATION,Our trio leap aboard just as the train picks up speed.,0
897,897,Joyce,Guess who's on their way to Headquarters?!,TRAIN STATION,Our trio leap aboard just as the train picks up speed.,0
898,898,Sandra,We are!,TRAIN STATION,Joyce grabs Sandra and picks her up in celebration.,0
899,899,Diane,What is going on?,HEADQUARTERS,"Angelo and Diane come out looking tired, rumpled...",0
900,900,Angelo,He did it again.,HEADQUARTERS,"Angelo and Diane come out looking tired, rumpled...",0
901,901,Felipe,"(huddled on the floor) We were at school, and we were naked, and there was a dog, and his back half was chasing him... and then we saw Bing Bong.",HEADQUARTERS,"Angelo and Diane come out looking tired, rumpled...",0
902,902,Angelo,"You idiot! It was a DREAM! This is ridiculous, we can't even get a good night sleep anymore. Time to take action.",HEADQUARTERS,"Angelo and Diane come out looking tired, rumpled...",1
903,903,Angelo,"Stupid Mom and Dad. If they hadn't moved us, none of this would've happened. Who's with me?",HEADQUARTERS,He goes and gets the Idea Bulb he held up earlier.,0
904,904,Diane,"Yeah, let's do it.",HEADQUARTERS,Felipe stammers nervously. Angelo looks to Diane.,0
905,905,Angelo,She took it. There's no turning back.,HEADQUARTERS,Riley gets the idea. She takes out her computer.,0
906,906,Diane,"So, how're we gonna get to Minnesota from here?",HEADQUARTERS,Riley gets the idea. She takes out her computer.,0
907,907,Angelo,"Well, why don't we go to the elephant lot and rent an elephant?",HEADQUARTERS,Riley gets the idea. She takes out her computer.,0
908,908,Felipe,Hey! That sounds nice!,HEADQUARTERS,Riley gets the idea. She takes out her computer.,0
909,909,Angelo,"We're taking the bus, nitwit!",HEADQUARTERS,Riley gets the idea. She takes out her computer.,0
910,910,Angelo,There's a bus leaving tomorrow. Perfect.,HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website.",0
911,911,Diane,A ticket costs money. How do we get money?,HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website.",0
912,912,Angelo,Mom's purse.,HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website.",0
913,913,Diane,You wouldn't.,HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website.",0
914,914,Angelo,"Oh, but I would. Where was it we saw it last?",HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website.",0
915,915,GUM MEMORY,Tripledent gum will--,HEADQUARTERS,He punches up a memory. It comes up and plays.,0
916,916,Angelo,"NOOOO!!! (slams his fist, canceling the memory) It's downstairs somewhere. Mom and Dad got us into this mess. They can pay to get us out.",HEADQUARTERS,He punches up a memory. It comes up and plays.,0
917,917,BING BONG,"How about this, huh? Isn't this nice? You can see everything from up here! Look, there's Inductive Reasoning. There's Deja Vu. There's Language Processing! There's Deja Vu. There's Critical Thinking! There's Deja Vu. Hey look at this, guys! Memories!",MIND WORLD,The train speeds ahead. The trio look out the train door.,0
918,918,Joyce,"Hey, that was a good idea. About scaring Riley awake. You're not so bad.",MIND WORLD,Bing Bong ducks inside the train. Joyce looks over to Sandra.,1
919,919,Sandra,Really?,MIND WORLD,Bing Bong ducks inside the train. Joyce looks over to Sandra.,0
920,920,Joyce,Nice work.,MIND WORLD,Bing Bong ducks inside the train. Joyce looks over to Sandra.,0
921,921,Joyce,I can't wait to get the old Riley back. As soon as we get there I'm going to fix this whole mess.,MIND WORLD,Joyce turns to sit on a crate inside the train.,0
922,922,BING BONG,Whoa. Is this Riley?,MIND WORLD,Bing Bong looks at a memory.,0
923,923,BING BONG,She's so big now. She won't fit in my rocket. How're we gonna get to the moon?,MIND WORLD,A RECENT MEMORY: Riley hoisted in the air by her teammates.,0
924,924,Joyce,"(taking the memory) Oh, it's that time in the twisty tree, remember? The hockey team showed up and Mom and Dad were there cheering. Look at her, having fun and laughing. I love this one.",MIND WORLD,A RECENT MEMORY: Riley hoisted in the air by her teammates.,2
925,925,Sandra,Mmm. I love that one too.,MIND WORLD,A RECENT MEMORY: Riley hoisted in the air by her teammates.,1
926,926,Joyce,Atta girl! Now you're getting it!,MIND WORLD,A RECENT MEMORY: Riley hoisted in the air by her teammates.,0
927,927,Sandra,Yeah. It was the day the Prairie Dogs lost the big playoff game. Riley missed the winning shot. She felt awful. She wanted to quit.,MIND WORLD,A RECENT MEMORY: Riley hoisted in the air by her teammates.,-1
928,928,Sandra,"Sorry. I went sad again, didn't I?",MIND WORLD,Joyce's smile fades.,-1
929,929,Joyce,I'll tell ya what. We'll keep working on that when we get back. Okay?,MIND WORLD,Joyce's smile fades.,0
930,930,Sandra,Okay.,MIND WORLD,Joyce's smile fades.,0
931,931,MOM,"(on phone) But I just don't understand, why did our moving van even go to Texas?",SAN FRANCISCO HOUSE,Riley sneaks down the stairs. Mom is on the phone in the kitchen with her back to Riley.,0
932,932,MOM,Multiple customers?,SAN FRANCISCO HOUSE,Riley spots Mom's purse on the table.,0
933,933,MOM,"Well, we were promised delivery on the fifth. Uh-huh.",SAN FRANCISCO HOUSE,Riley opens the purse.,1
934,934,MOM,"(still on phone) Excuse me, isn't there any way that you can rush it?",SAN FRANCISCO HOUSE,Riley takes out Mom's credit card. She pauses. Is she really doing this? Suddenly Mom turns. Riley panics. Mom looks up. Empty room.,0
935,935,WORKER #1,LOOK OUT!,TRAIN CAR,"Honesty Island crashes into the train tracks. Joyce, Sandra and Bing Bong scream. Workers below see the train falling towards them.",0
936,936,BING BONG,Hold on!,TRAIN CAR,"The train CRASHES onto the cliffside.  It slips towards the edge. Joyce struggles to get up, but the floor is pitching.",0
937,937,Joyce,That was our way home! We lost another island... what is happening?,TRAIN CAR,"Workers grab Joyce, Sandra and Bing Bong just as the train slides off the cliff and drops into the dump below. Joyce looks towards Headquarters.",-1
938,938,WORKER #1,Haven't you heard? Riley is running away.,TRAIN CAR,"Workers grab Joyce, Sandra and Bing Bong just as the train slides off the cliff and drops into the dump below. Joyce looks towards Headquarters.",0
939,939,Joyce,What?!,TRAIN CAR,"Workers grab Joyce, Sandra and Bing Bong just as the train slides off the cliff and drops into the dump below. Joyce looks towards Headquarters.",0
940,940,Felipe,"Wait, wait, hang on, guys. Are we really doing this? I mean, this is serious.",HEADQUARTERS,Felipe is driving.,-1
941,941,Angelo,Look. We have no core memories. You want Riley to be happy? Let's get back to Minnesota and make more.,HEADQUARTERS,Angelo pushes Felipe aside and works the console.,0
942,942,Sandra,"If we hurry, we can still stop her. (points)",LONG-TERM MEMORY,Riley's worried face goes angry. She packs and exits.,0
943,943,Joyce,Family Island. Let's go!,LONG-TERM MEMORY,Riley's worried face goes angry. She packs and exits.,0
944,944,Sandra,Joyce! Joyce! It's too dangerous! We won't make it in time!,LONG-TERM MEMORY,Family Island shakes and crumbles.,0
945,945,Joyce,But that's our only way back!,LONG-TERM MEMORY,Family Island shakes and crumbles.,0
946,946,Joyce,A recall tube!,LONG-TERM MEMORY,"The rumbling causes an END CAP of a nearby shelf to break, exposing an open tube.  A memory gets sucked up and shot towards Headquarters.",0
947,947,Sandra,We can get recalled!,LONG-TERM MEMORY,"The rumbling causes an END CAP of a nearby shelf to break, exposing an open tube.  A memory gets sucked up and shot towards Headquarters.",0
948,948,MOM,"Have a great day, sweetheart.",SAN FRANCISCO HOUSE,Riley goes to the front door. Mom and Dad are in the kitchen.,1
949,949,DAD,"See you after school, monkey.",SAN FRANCISCO HOUSE,Riley goes to the front door. Mom and Dad are in the kitchen.,0
950,950,MOM,We love you!,SAN FRANCISCO HOUSE,Riley goes to the front door. Mom and Dad are in the kitchen.,1
951,951,Joyce,Go! Run! RUN!,LONG-TERM MEMORY,"Family Island rumbles. A LARGE CHUNK of cliff edge breaks off behind them, driving Joyce and Sandra forward.",0
952,952,Joyce,"Woah woah! Sandra! (pushing her back) Sandra, stop! You're hurting Riley!",LONG-TERM MEMORY,"Joyce steps into the disconnected TUBE, ready to sail up to Headquarters. Sandra tries to climb in, but there's not enough room; she jostles, pressing against the satchel. The CORE MEMORIES start to turn blue.",-1
953,953,Sandra,"Oh no, I did it again...",LONG-TERM MEMORY,"Joyce pulls a core memory from the satchel. It is BRIGHT BLUE, but slowly fades back to normal.",0
954,954,Joyce,"If you get in here, these core memories will get sad!",LONG-TERM MEMORY,"Joyce pulls a core memory from the satchel. It is BRIGHT BLUE, but slowly fades back to normal.",0
955,955,Joyce,I'm sorry. Riley needs to be happy.,LONG-TERM MEMORY,"Joyce watches FAMILY ISLAND crumble. She looks down at Sandra. Joyce, pained, decides.",0
956,956,Sandra,Joyce!!!,FALLS!,"Bing Bong runs forward to help her, but the ground beneath him crumbles away. Joyce and Bing Bong tumble into the abyss.",0
957,957,BING BONG,Joyce?,MEMORY DUMP,"Joyce falls, clutching the satchel of core memories. She lands hard, rolling down a hill of faded memories. She sits up, looks around. The satchel! All the memories are still there. Panicked, Joyce runs up the hills of memories. Off in another part of the dump, Bing Bong comes to.",0
958,958,BING BONG,Joyce!,MEMORY DUMP,Bing Bong notices his hand beginning to fade. He gasps.,0
959,959,BING BONG,"Joyce? Joyce, what are you doing? Will you stop it please?",MEMORY DUMP,He finds Joyce desperately clawing her way up the hill.,0
960,960,BING BONG,"Don't you get it, Joyce? We're stuck down here. We're forgotten.",MEMORY DUMP,Joyce ignores him; keeps trying.,-1
961,961,RILEY,We used to play tag and stuff.,MEMORY DUMP,"This stops Joyce. All around, memories are fading to dust. Vapors blowing in the atmosphere, they disappear.",0
962,962,RILEY,But everything's different now since we moved.,MEMORY DUMP,Joyce recognizes this. She finds Sandra' BLUE CORE MEMORY: Riley crying in class.,0
963,963,Joyce,Do you remember how she used to stick her tongue out when she was coloring?,MEMORY DUMP,Seeing Riley cry breaks Joyce's heart. She falls to her knees. She picks up a nearby MEMORY of young happy Riley coloring.,0
964,964,Joyce,I could listen to her stories all day.,MEMORY DUMP,Another memory: Riley talking to a bug.,0
965,965,Joyce,I just wanted Riley to be happy. And now...,MEMORY DUMP,Another memory: Riley spinning.,0
966,966,Sandra,It was the day the Prairie Dogs lost the big playoff game. Riley missed the winning shot. She felt awful. She wanted to quit.,MEMORY DUMP,"She holds the recent blue memory of Riley in class.  Joyce hugs them all until the memories fall out of her arms. Joyce cries. A long, deep, painful cry. Joyce has lost everything. Around her, memories fade and disappear. A tear falls onto the faded TWISTY-TREE MEMORY. Joyce wipes it. In wiping the tear, the memory rewinds. Its color CHANGES from GOLD TO BLUE. IN THE MEMORY: Riley sits in the tree with her parents, the team approaching in the distance. Joyce looks closer. What's this? She rewinds more. IN THE MEMORY: Riley sits in the tree, crying, alone. Joyce remembers what Sandra said about the memory...",-1
967,967,Joyce,"Sandra. Mom and Dad, the team... they came to help because of Sandra.",MEMORY DUMP,IN THE MEMORY: Mom and Dad come to console Riley. Joyce fast forwards. IN THE MEMORY: The hockey team lifts Riley on their shoulders and cheers.  Riley smiles.,0
968,968,Joyce,We have to get back up there!,MEMORY DUMP,"She turns to Bing Bong, ready to take action.",0
969,969,BING BONG,"Joyce, we're stuck down here. We might as well be on another planet.",MEMORY DUMP,"She turns to Bing Bong, ready to take action.",0
970,970,Joyce,(getting an idea) Another planet. (sings) Who's your friend who likes to play?,MEMORY DUMP,"She turns to Bing Bong, ready to take action.",1
971,971,Joyce,(sings louder) Who's your friend who likes to play?,MEMORY DUMP,Silence.,1
972,972,BING BONG,(understanding; excited) His rocket makes you yell Hooray!,MEMORY DUMP,Silence.,0
973,973,BING BONG,"Who's the best in every way and wants to sing this song to say, who's your friend who likes to play? Bing Bong Bing Bong!",MEMORY DUMP,"Far off, BING BONG'S ROCKET answers. They run towards it.",2
974,974,Joyce,Hop in!,MEMORY DUMP,They perch the wagon atop a hill. Joyce looks resigned.,0
975,975,Joyce,C'mon!,MEMORY DUMP,"Both inside, Bing Bong pushes off. They speed down a slope to gain momentum, singing all the way. They reach the bottom and shoot up another hill, launching up towards the cliff top. Joyce and Bing Bong enthusiastically, if not desperately, sing at the top of their lungs. Not even close. They crash back to the bottom.",0
976,976,BING BONG,"Come on, Joyce. One more time. I've got a feeling about this one.",MEMORY DUMP,They shoot down a taller hill for another go. They SING faster and louder. Joyce reaches for the ledge but they fall with a thud. Bing Bong stands. There's no way they'll make it.  He looks up at the ledge and then to his hand -- it's disappearing!,0
977,977,BING BONG,"Louder! Louder, Joyce! Sing louder!",MEMORY DUMP,"Hurdling down the largest hill yet, they continue to sing Bing Bong's song.",0
978,978,Joyce,We're gonna make it!,MEMORY DUMP,"Bing Bong times it just right... and jumps out of the wagon. Without his weight, the Joyce gains momentum. She's unaware of Bing Bong's absence.",0
979,979,Joyce,"Woohoo! Bing Bong, we did it! We--",MEMORY DUMP,The rocket makes it over the ledge! It crashes atop the cliff.,0
980,980,Joyce,Bing Bong? Bing Bong!,MEMORY DUMP,She turns around. She's alone.,0
981,981,BING BONG,Ya ha ha! You made it! Ha ha! Go! Go save Riley! (pause) Take her to the moon for me. Okay?,MEMORY DUMP,"She runs to the cliff side.  Below, Bing Bong laughs excitedly, happy to help Riley in the only way he can.",0
982,982,Joyce,"I'll try, Bing Bong. I promise.",MEMORY DUMP,He waves as the last of him vanishes into the air. Joyce's eyes widen in awe; he's sacrificed his life for her.,0
983,983,MOM,We're home! Riley? Riley!,SAN FRANCISCO HOUSE,Mom and Dad walk in.,0
984,984,MOM,I'll call her cell.,SAN FRANCISCO HOUSE,Dad opens the door. The room is empty.,0
985,985,Felipe,This is terrible. Wait. Is that someone walking towards us? Let's cross the street.,HEADQUARTERS,Riley walks through a sketchy part of the city.,0
986,986,Felipe,It's Mom! She's on to us! Where's my bag?,HEADQUARTERS,Riley's cell phone rings. MOM is calling.,0
987,987,Diane,What do we do?,HEADQUARTERS,Felipe finds a paper bag and breathes into it to calm himself.,0
988,988,Angelo,Riley needs to get core memories. We keep going.,HEADQUARTERS,Felipe finds a paper bag and breathes into it to calm himself.,0
989,989,Joyce,Sandra!,LONG-TERM MEMORY,Joyce runs through the Long-Term Memory stacks.,0
990,990,Joyce,"Sandra? Sandra? (no answer; desperate) C'mon Sandra, where are you? Okay. If I were Sandra, where would I be?",LONG-TERM MEMORY,Joyce runs through a long corridor.,0
991,991,Joyce,(Sandra voice) Ohhh... everything is awful and my legs don't work and you have to drag me around while I touch all the--,LONG-TERM MEMORY,Joyce slumps to the ground. She kicks a leg up in the air.,-1
992,992,Diane,Oh no. It's Mom again. What do we do?!,HEADQUARTERS,Felipe breathes faster into his paper bag.,0
993,993,Angelo,Uh... Uh...,HEADQUARTERS,Felipe breathes faster into his paper bag.,0
994,994,Angelo,This is madness! She shouldn't run away!,HEADQUARTERS,Felipe's bag POPS.,0
995,995,Diane,Let's get this idea out of her head.,HEADQUARTERS,Felipe's bag POPS.,0
996,996,Joyce,Sandra!,LONG-TERM MEMORY,"Joyce runs, following the path of blue memories.",0
997,997,Joyce,Sandra!,LONG-TERM MEMORY,Joyce rounds a corner and spots Sandra far down the next row.,0
998,998,Sandra,Joyce?,LONG-TERM MEMORY,Sandra turns around.,0
999,999,Joyce,"Wait, Sandra!",LONG-TERM MEMORY,"Inexplicably, Sandra turns and runs away.",0
1000,1000,Sandra,Just let me go! Riley's better off without me!,LONG-TERM MEMORY,Joyce chases after her. Sandra doesn't stop.,1
1001,1001,Joyce,Come back!,IMAGINATIONLAND,Sandra topples giant french fries in Joyce's path.,0
1002,1002,MIND WORKER COP #1,So you're saying your husband was blown away by an elephant.,IMAGINATIONLAND,Two MIND WORKER COPS are questioning a CLOUD WITNESS.,0
1003,1003,MIND WORKER COP #1,Was he with anyone?,IMAGINATIONLAND,The Cloud Witness nods. Sandra runs past the crime scene. They don't notice.,0
1004,1004,CLOUD WITNESS,Yes! And there she is!,IMAGINATIONLAND,The Cloud Witness nods. Sandra runs past the crime scene. They don't notice.,0
1005,1005,MIND WORKER COP #1,(runs after Joyce) Hey! Come back here!,IMAGINATIONLAND,"Joyce runs right through the Cloud Witness, dissipating her.",0
1006,1006,MIND WORKER COP #2,"Forget it, Jake. It's Cloud Town.",IMAGINATIONLAND,"Joyce runs right through the Cloud Witness, dissipating her.",0
1007,1007,Joyce,What? Sandra!,IMAGINATIONLAND,"Joyce searches for Sandra. Suddenly, rain falls on her. Above, Sandra is floating on a chunk of rain cloud, away from Headquarters.",0
1008,1008,Sandra,(crying) I only make everything worse!,IMAGINATIONLAND,"Joyce searches for Sandra. Suddenly, rain falls on her. Above, Sandra is floating on a chunk of rain cloud, away from Headquarters.",0
1009,1009,Joyce,Wait-- Sandra! We've gotta get you back to... (Sandra is too far away) Ugh.,IMAGINATIONLAND,"Joyce searches for Sandra. Suddenly, rain falls on her. Above, Sandra is floating on a chunk of rain cloud, away from Headquarters.",0
1010,1010,Angelo,It's stuck!,HEADQUARTERS,"Angelo tries to untwist the Idea Bulb, but IT WON'T MOVE.",0
1011,1011,Diane,Oh great.,HEADQUARTERS,"Angelo tries to untwist the Idea Bulb, but IT WON'T MOVE.",0
1012,1012,Felipe,Whadayamean it's stuck?!?,HEADQUARTERS,"Angelo tries to untwist the Idea Bulb, but IT WON'T MOVE.",0
1013,1013,Diane,Now what?,HEADQUARTERS,"Angelo tries to untwist the Idea Bulb, but IT WON'T MOVE.",0
1014,1014,Felipe,"Oh, no, no, no. What is THIS?!",HEADQUARTERS,A strange BLACKNESS spreads over the console.,0
1015,1015,Felipe,"Oh, how do we stop it?",HEADQUARTERS,Riley walks down the aisle of the bus.,0
1016,1016,Diane,I got it! Make her feel scared! That'll make her change her mind!,HEADQUARTERS,Riley walks down the aisle of the bus.,0
1017,1017,Felipe,Brilliant!,HEADQUARTERS,Riley walks down the aisle of the bus.,0
1018,1018,Diane,I know it's brilliant. Do it!,HEADQUARTERS,Riley walks down the aisle of the bus.,0
1019,1019,Felipe,Ahh! Nothing's working! Why isn't it working??,HEADQUARTERS,Felipe frantically pushes buttons.,0
1020,1020,Angelo,Let me try!,HEADQUARTERS,Felipe frantically pushes buttons.,0
1021,1021,Diane,"Great, you broke it!",HEADQUARTERS,Diane and Felipe pound on the console buttons.,-1
1022,1022,Felipe,"No, I didn't!",HEADQUARTERS,Diane and Felipe pound on the console buttons.,0
1023,1023,Angelo,Let me do it!,HEADQUARTERS,Diane and Felipe pound on the console buttons.,0
1024,1024,Felipe,Guys. We can't make Riley feel anything.,HEADQUARTERS,"By now, the console is mostly black.",0
1025,1025,Angelo,What have we done?,HEADQUARTERS,Riley sits on the bus.,0
1026,1026,Joyce,"Hey! Hey, look at me. Did you mean what you said before?",IMAGINATIONLAND,Joyce runs up to Riley's Imaginary Boyfriend.,0
1027,1027,IMAGINARY BOYFRIEND,I would die for Riley! I would die for Riley!,IMAGINATIONLAND,Joyce runs up to Riley's Imaginary Boyfriend.,-2
1028,1028,Joyce,"Yeah, yeah, okay, Haircut. Time to prove it.",IMAGINATIONLAND,Joyce runs up to Riley's Imaginary Boyfriend.,0
1029,1029,HOUSE OF CARDS WORKER,(angry) That's it! I fold!,IMAGINATIONLAND,"Joyce pulls a balloon free from a TWISTY BALLOON PALM TREE. She aims it towards the approaching Sandra and unties it. PTHHPT! The balloon blows Sandra back over the MEMORY DUMP. In the process, the HOUSE OF CARDS behind them collapses.",0
1030,1030,Joyce,"(to herself) This is crazy, this is crazy... No, no, no! Joyce! Be positive. (beat) I am POSITIVE this is crazy!",LONG-TERM MEMORY,"Joyce sights Sandra and aligns herself with Family Island. She dumps the satchel, pouring out the Boyfriends. Their momentum pulls her to the top of a TOWER OF BOYFRIENDS.",0
1031,1031,Joyce,NOW!,LONG-TERM MEMORY,"Joyce spots the trampoline on Family Island, then Sandra floating away. She times it...",0
1032,1032,IMAGINARY BOYFRIENDS,For Riley!,LONG-TERM MEMORY,The tower tips forward.,0
1033,1033,Joyce,Gotcha!,LONG-TERM MEMORY,"Joyce falls towards Family Island, bounces on the TRAMPOLINE, flying up towards Sandra. She intercepts Sandra midair...",0
1034,1034,Sandra,Joyce?,LONG-TERM MEMORY,"Joyce falls towards Family Island, bounces on the TRAMPOLINE, flying up towards Sandra. She intercepts Sandra midair...",0
1035,1035,Joyce,Hang on!,LONG-TERM MEMORY,"Joyce falls towards Family Island, bounces on the TRAMPOLINE, flying up towards Sandra. She intercepts Sandra midair...",0
1036,1036,Felipe,"Ohhh, I wish Joyce was here!",HEADQUARTERS,"Angelo, Felipe and Diane watch the screen, worried.",0
1037,1037,Diane,It's Joyce!,HEADQUARTERS,"SPLAT! Joyce and Sandra hit the back window and slide down, grabbing the window edge. The Emotions run to the window.",0
1038,1038,Angelo,Stand back! Arrrrgh!,HEADQUARTERS,"SPLAT! Joyce and Sandra hit the back window and slide down, grabbing the window edge. The Emotions run to the window.",0
1039,1039,Diane,(sarcastically) That worked.,HEADQUARTERS,Angelo throws a chair at the window. It bounces off.,0
1040,1040,Angelo,"Well, what would you do, if you're so smart?!",HEADQUARTERS,Angelo throws a chair at the window. It bounces off.,0
1041,1041,Diane,"I'd tell you, but you're too dumb to understand.",HEADQUARTERS,He's smoldering. Diane's eyes light up.,-1
1042,1042,Angelo,What?!,HEADQUARTERS,He's smoldering. Diane's eyes light up.,0
1043,1043,Diane,"Of course your tiny brain is confused. Guess I'll just have to dumb it down to your level. Sorry I don't speak moron as well as you, but let me try: Duuuuhhhhh.",HEADQUARTERS,He's smoldering. Diane's eyes light up.,-1
1044,1044,Felipe,"Oh, thank goodness you're back.",HEADQUARTERS,"Angelo explodes, bursting into full blowtorch flames. Diane, sporting a welding mask, picks him up and blows a hole in the window. Joyce and Sandra climb through. Angelo Felipe and Diane all talk at the same time, explaining:",2
1045,1045,Diane,Things are really messed up.,HEADQUARTERS,"Angelo explodes, bursting into full blowtorch flames. Diane, sporting a welding mask, picks him up and blows a hole in the window. Joyce and Sandra climb through. Angelo Felipe and Diane all talk at the same time, explaining:",-1
1046,1046,Angelo,"We found this idea, and now Riley's on a bus heading for Minnesota!",HEADQUARTERS,"Angelo explodes, bursting into full blowtorch flames. Diane, sporting a welding mask, picks him up and blows a hole in the window. Joyce and Sandra climb through. Angelo Felipe and Diane all talk at the same time, explaining:",0
1047,1047,Diane,"Joyce, you've got to fix this. Get up there.",HEADQUARTERS,The bus starts to pull away.,0
1048,1048,Joyce,"Sandra, it's up to you.",HEADQUARTERS,The bus starts to pull away.,0
1049,1049,Sandra,Me?,HEADQUARTERS,The bus starts to pull away.,0
1050,1050,Angelo,Sandra?!?,HEADQUARTERS,Joyce pushes Sandra towards the console.,0
1053,1053,Sandra,"I can't, Joyce.",HEADQUARTERS,Joyce pushes Sandra towards the console.,0
1054,1054,Joyce,Yes you can. Riley needs you.,HEADQUARTERS,Joyce pushes Sandra towards the console.,0
