time,scene_number,scene_name,character,quote,location,description,dialogue_act_type
182,1,Moving to San Francisco,Felipe,"Nice one, Joyce.",HEADQUARTERS,"Stegosaurus tail through the back window. The family laughs. Enjoying the memory, Joyce and the others chuckle.",Statement
183,1,Moving to San Francisco,RILEY,(smiling) I liked that time at the dinosaur. That was pretty funny.,SAN FRANCISCO STREET,"Stegosaurus tail through the back window. The family laughs. Enjoying the memory, Joyce and the others chuckle.",Statement
184,1,Moving to San Francisco,Joyce,Wait. What? What happened?,HEADQUARTERS,Riley's smile fades.,whQuestion
185,1,Moving to San Francisco,Felipe,She did something to the memory.,HEADQUARTERS,Joyce looks back. Sandra is touching the memory.,Statement
186,1,Moving to San Francisco,Joyce,What did you do?,HEADQUARTERS,Joyce tries to fix the memory.,whQuestion
187,1,Moving to San Francisco,Sandra,I just touched it.,HEADQUARTERS,Joyce tries to fix the memory.,Statement
188,1,Moving to San Francisco,Joyce,That shouldn't make it change.,HEADQUARTERS,Joyce tries to fix the memory.,Statement
189,1,Moving to San Francisco,Felipe,"Change it back, Joyce!",HEADQUARTERS,Joyce tries to fix the memory.,Emphasis
190,1,Moving to San Francisco,Joyce,I'm trying.,HEADQUARTERS,"Joyce rubs it, but the memory stays blue.",Statement
191,1,Moving to San Francisco,Angelo,You can't change it back?,HEADQUARTERS,"Joyce rubs it, but the memory stays blue.",whQuestion
192,1,Moving to San Francisco,Joyce,"No, I guess I can't!",HEADQUARTERS,"Joyce rubs it, but the memory stays blue.",Reject
193,1,Moving to San Francisco,Diane,"Good going Sandra. Now when Riley thinks of that moment with Dad, she's gonna feel sad. Bravo.",HEADQUARTERS,"Joyce rubs it, but the memory stays blue.",Other
194,1,Moving to San Francisco,Sandra,"I'm sorry Joyce... I don't really know-- I thought maybe, if you-- if I-- if... I mean...",HEADQUARTERS,"Joyce rubs it, but the memory stays blue.",Statement
195,1,Moving to San Francisco,Diane,"Joyce, we've got a stairway coming up.",HEADQUARTERS,"Joyce rubs it, but the memory stays blue.",Statement
196,1,Moving to San Francisco,Joyce,Just don't touch any other memories until we figure out what's going on.,HEADQUARTERS,Riley runs towards a stairway and handrail.,Reject
197,1,Moving to San Francisco,Sandra,Okay.,HEADQUARTERS,Riley runs towards a stairway and handrail.,Statement
198,1,Moving to San Francisco,Joyce,"(stepping up to controls) Alright. Get ready, this is a monster railing, and we are riding it all the way down!",HEADQUARTERS,Riley runs towards a stairway and handrail.,Statement
199,1,Moving to San Francisco,Joyce,"Wait, what? What happened?",HEADQUARTERS,Riley goes to slide... but hops off and walks down instead.,whQuestion
200,1,Moving to San Francisco,Felipe,A core memory!,HEADQUARTERS,Suddenly a CORE MEMORY ROLLS up to Joyce's feet.,Emphasis
201,1,Moving to San Francisco,Joyce,Oh no!,HEADQUARTERS,Suddenly a CORE MEMORY ROLLS up to Joyce's feet.,Reject
202,1,Moving to San Francisco,Joyce,Sandra! What are you doing?,HEADQUARTERS,"Out the back window, GOOFBALL ISLAND GOES DARK. Joyce rushes to the Core Memory Holder.",whQuestion
203,1,Moving to San Francisco,Sandra,It looked like one was crooked so I opened it and then it fell out!,HEADQUARTERS,"Out the back window, GOOFBALL ISLAND GOES DARK. Joyce rushes to the Core Memory Holder.",Emphasis
204,1,Moving to San Francisco,RILEY,Woo hoo!,SAN FRANCISCO STREET,Riley jumps back on the railing and slides down.,Emphasis
205,1,Moving to San Francisco,Sandra,It's just that... I wanted to maybe hold one.,HEADQUARTERS,Riley jumps back on the railing and slides down.,Statement
206,1,Moving to San Francisco,Felipe,Joyce!,HEADQUARTERS,"She reaches out to touch one, AND IT STARTS TO GO BLUE.",Emphasis
207,1,Moving to San Francisco,Joyce,"Whoa, whoa, whoa!",HEADQUARTERS,Joyce pushes Sandra away before she can touch it.,Emphasis
208,1,Moving to San Francisco,Joyce,"Sandra! You nearly touched a core memory. And when you touch them, we can't change them back!",HEADQUARTERS,The core memory TURNS BACK TO YELLOW.,Reject
209,1,Moving to San Francisco,Sandra,I know. I'm sorry. Something's wrong with me. It's like I'm having a breakdown.,HEADQUARTERS,The core memory TURNS BACK TO YELLOW.,Statement
210,1,Moving to San Francisco,Joyce,You are not having a breakdown. It's stress.,HEADQUARTERS,The core memory TURNS BACK TO YELLOW.,Statement
211,1,Moving to San Francisco,Sandra,I keep making mistakes like that. I'm awful...,HEADQUARTERS,The core memory TURNS BACK TO YELLOW.,Statement
212,1,Moving to San Francisco,Joyce,"Nooo, you're not.",HEADQUARTERS,The core memory TURNS BACK TO YELLOW.,Reject
213,1,Moving to San Francisco,Sandra,...and annoying.,HEADQUARTERS,The core memory TURNS BACK TO YELLOW.,Statement
214,1,Moving to San Francisco,Joyce,"Well... uh... You know what? You can't focus on what's going wrong. There's always a way to turn things around, to find the fun!",HEADQUARTERS,The core memory TURNS BACK TO YELLOW.,Reject
215,1,Moving to San Francisco,Sandra,Yeah. Find the fun. I don't know how to do that.,HEADQUARTERS,The core memory TURNS BACK TO YELLOW.,Statement
216,1,Moving to San Francisco,Joyce,"Okay. Well, try think of something funny!",HEADQUARTERS,The core memory TURNS BACK TO YELLOW.,Emphasis
217,1,Moving to San Francisco,Sandra,Oh! Remember the funny movie where the dog dies?,HEADQUARTERS,Long pause.,Clarify
218,1,Moving to San Francisco,Joyce,"Yeah, that's not... (tries another approach) What about that time with Meg, when Riley laughed so hard milk came out of her nose? I mean come on...",HEADQUARTERS,Long pause.,Clarify
219,1,Moving to San Francisco,Sandra,"Yeah, that hurt. It felt like fire.",HEADQUARTERS,"INSERT: Riley spitting milk out of her nose, Meg laughing.",yAnswer
220,1,Moving to San Francisco,Joyce,"Okay, okay, don't think of that. Let's try something else. What are your favorite things to do?",HEADQUARTERS,"INSERT: Riley spitting milk out of her nose, Meg laughing.",whQuestion
221,1,Moving to San Francisco,Sandra,"My favorite? Um, well, I like it when we're outside.",HEADQUARTERS,"INSERT: Riley spitting milk out of her nose, Meg laughing.",Statement
222,1,Moving to San Francisco,Joyce,That's good! Like there's the beach and sunshine... Oh! Like that time we buried Dad in the sand up to his neck?,HEADQUARTERS,"INSERT: Riley spitting milk out of her nose, Meg laughing.",Emphasis
223,1,Moving to San Francisco,Sandra,I was thinking more like rain.,HEADQUARTERS,"INSERT: Riley at beach, Dad buried in sand.",Statement
224,1,Moving to San Francisco,Joyce,Rain? Rain... is my favorite too! We can stomp around in puddles...,HEADQUARTERS,INSERT: Riley stands in a downpour.,Emphasis
225,1,Moving to San Francisco,Joyce,"There's cool umbrellas, lightning storms...",HEADQUARTERS,INSERT: Riley happily jumps through puddles.,Statement
226,1,Moving to San Francisco,Sandra,More like when the rain runs down our back and makes our shoes soggy. And we get all cold and shivery...,HEADQUARTERS,INSERT: Riley happily jumps through puddles.,Clarify
227,1,Moving to San Francisco,Sandra,...and everything just starts feeling droopy...,HEADQUARTERS,INSERT: Riley's shoes fill with water. She looks miserable.,nAnswer
228,1,Moving to San Francisco,Joyce,"Oh, hey, hey... easy. Why are you crying? That's really the opposite of what we're going for here.",HEADQUARTERS,"Sandra melts to the floor, crying.",whQuestion
229,1,Moving to San Francisco,Sandra,Crying helps me slow down and obsess over the weight of life's problems.,HEADQUARTERS,"Sandra melts to the floor, crying.",Clarify
230,1,Moving to San Francisco,Joyce,"Ugh, you know what? Let's think about something else. How about we read some mind manuals, huh? Sounds fun!",HEADQUARTERS,"Sandra melts to the floor, crying.",Other
231,1,Moving to San Francisco,Sandra,I've read most of them.,HEADQUARTERS,She drags Sandra over to a shelf of technical manuals.,Statement
232,1,Moving to San Francisco,Joyce,"Well have you read this one? This seems interesting: Long-Term Memory Retrieval, Volume 47?",HEADQUARTERS,She drags Sandra over to a shelf of technical manuals.,Other
233,1,Moving to San Francisco,Sandra,No.,HEADQUARTERS,She drags Sandra over to a shelf of technical manuals.,Statement
234,1,Moving to San Francisco,Joyce,Ohhh! A real page turner!,HEADQUARTERS,She drags Sandra over to a shelf of technical manuals.,Emphasis
235,1,Moving to San Francisco,Sandra,(opens manual; reads) Long-Term Memory Data Selection via channel sub-grouping?,HEADQUARTERS,She drags Sandra over to a shelf of technical manuals.,Other
236,1,Moving to San Francisco,Joyce,"See? Fun already! You lucky dog, you're reading these cool things and I gotta go work. Life is so unfair.",HEADQUARTERS,She drags Sandra over to a shelf of technical manuals.,Clarify
237,1,Moving to San Francisco,DAD,"(on phone) What can we do? We've only got capital to last a month, maybe two. If we can't find investors by then, we're going to have to lay people off.",SAN FRANCISCO HOUSE,Riley hops down the stairs towards the living room.,Other
238,1,Moving to San Francisco,RILEY,Mom! Dad! Come kiss me g'night!,SAN FRANCISCO HOUSE,Riley hears the stress in Dad's voice.,Clarify
239,1,Moving to San Francisco,MOM,Be right there!,SAN FRANCISCO HOUSE,Riley hears the stress in Dad's voice.,Accept
240,1,Moving to San Francisco,DAD,"(on phone) I know, I know! We've got to land this, okay?",SAN FRANCISCO HOUSE,Riley hears the stress in Dad's voice.,Emphasis
241,1,Moving to San Francisco,Felipe,Did you hear Dad? He sounded really upset.,HEADQUARTERS,Riley climbs into her sleeping bag.,Other
242,1,Moving to San Francisco,Felipe,What was that? Was it a bear? It's a bear!,HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,whQuestion
243,1,Moving to San Francisco,Diane,There are no bears in San Francisco!,HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,Reject
244,1,Moving to San Francisco,Angelo,I saw a really hairy guy. He looked like a bear.,HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,Clarify
245,1,Moving to San Francisco,Felipe,"Oh, I'm so jumpy, my nerves are shot!",HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,Emphasis
246,1,Moving to San Francisco,Diane,"Ew, I don't want to hear about your nerves!",HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,Reject
247,1,Moving to San Francisco,Angelo,I'll tell you what it is. This move has been a bust.,HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,Emphasis
248,1,Moving to San Francisco,Felipe,That's what I've been telling you guys! There are at least 37 things for Riley to be scared of right now!,HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,Emphasis
249,1,Moving to San Francisco,Diane,The smell alone is enough to make her gag.,HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,Statement
250,1,Moving to San Francisco,Angelo,I can't believe Mom and Dad moved us here!,HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,Reject
251,1,Moving to San Francisco,Joyce,"Look, I get it. You guys have concerns. But we've been through worse! Tell you what: let's make a list of all the things Riley should be HAPPY about!",HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,Clarify
252,1,Moving to San Francisco,Angelo,"Fine. Let's see... this house stinks, our room stinks...",HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,Other
253,1,Moving to San Francisco,Diane,Pizza is weird here...,HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,Statement
254,1,Moving to San Francisco,Sandra,Our friends are back home...,HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,Clarify
255,1,Moving to San Francisco,Felipe,And all of our stuff is in the missing van!,HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,Emphasis
256,1,Moving to San Francisco,Joyce,"Oh c'mon, it could be worse...",HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,yAnswer
257,1,Moving to San Francisco,Diane,"Yeah, Joyce. We could be lying on the dirty floor. In a bag.",HEADQUARTERS,STRANGE NOISES from outside. Headlights cast shadows on the wall. Riley looks scared.,Other
258,1,Moving to San Francisco,Joyce,"Okay, I admit it, we had a rough start. But think of all the good things that--",HEADQUARTERS,Riley is lying on the dirty floor in a sleeping bag.,nAnswer
259,1,Moving to San Francisco,Angelo,"No, Joyce. There's absolutely no reason for Riley to be happy right now. Let us handle this.",HEADQUARTERS,Riley is lying on the dirty floor in a sleeping bag.,Reject
260,1,Moving to San Francisco,Felipe,I say we skip school tomorrow and lock ourselves in the bedroom.,HEADQUARTERS,Riley is lying on the dirty floor in a sleeping bag.,Reject
261,1,Moving to San Francisco,Diane,"We have no clean clothes. I mean, no one should see us.",HEADQUARTERS,Riley is lying on the dirty floor in a sleeping bag.,nAnswer
262,1,Moving to San Francisco,Sandra,"Yeah, we could cry until we can't breathe.",HEADQUARTERS,Riley is lying on the dirty floor in a sleeping bag.,Reject
263,1,Moving to San Francisco,Angelo,We should lock the door and scream that curse word we know. It's a good one!,HEADQUARTERS,Riley is lying on the dirty floor in a sleeping bag.,Emphasis
264,1,Moving to San Francisco,Joyce,"Now hold on! Look, we all have our off days. You know, I--",HEADQUARTERS,Riley is lying on the dirty floor in a sleeping bag.,Emphasis
265,1,Moving to San Francisco,MOM,Hi honey.,HEADQUARTERS,ON THE SCREEN: Mom opens Riley's bedroom door.,Greet
266,1,Moving to San Francisco,Angelo,The Mom Bad News Train is pulling in! Toot toot!,HEADQUARTERS,ON THE SCREEN: Mom opens Riley's bedroom door.,yAnswer
267,1,Moving to San Francisco,MOM,"Still no moving van. Now they're saying it won't be here 'til Tuesday, can you believe it?",SAN FRANCISCO HOUSE,Mom sits next to Riley.,Reject
268,1,Moving to San Francisco,Angelo,Toot toot toot!,HEADQUARTERS,Mom sits next to Riley.,Emphasis
269,1,Moving to San Francisco,RILEY,Where's Dad?,SAN FRANCISCO HOUSE,Mom sits next to Riley.,whQuestion
270,1,Moving to San Francisco,MOM,"On the phone. This new venture is keeping him pretty busy. Your dad's a little stressed -- you know, about getting his new company up and running...",SAN FRANCISCO HOUSE,Mom sits next to Riley.,Clarify
271,1,Moving to San Francisco,Angelo,I rest my case!,HEADQUARTERS,Mom sits next to Riley.,Emphasis
272,1,Moving to San Francisco,Angelo,Now for a few well-placed withering scowls.,HEADQUARTERS,Joyce sighs. She falls back from the controls.  Angelo steps up to the console.,Statement
273,1,Moving to San Francisco,MOM,I guess all I really want to say is: thank you.,SAN FRANCISCO HOUSE,Joyce sighs. She falls back from the controls.  Angelo steps up to the console.,Statement
274,1,Moving to San Francisco,Angelo,Huh?,HEADQUARTERS,Joyce sighs. She falls back from the controls.  Angelo steps up to the console.,ynQuestion
275,1,Moving to San Francisco,MOM,"You know, through all this confusion you've stayed... well, you've stayed our happy girl!",SAN FRANCISCO HOUSE,Angelo drops the controls.,Emphasis
276,1,Moving to San Francisco,MOM,"Your dad's under a lot of pressure. But if you and I can keep smiling, it would be a big help. We can do that for him, right?",SAN FRANCISCO HOUSE,Mom brushes Riley's cheek.,Statement
277,1,Moving to San Francisco,Joyce,Whoa! Well.,HEADQUARTERS,"Joyce, smiling with renewed purpose, steps back to the console.",Emphasis
278,1,Moving to San Francisco,RILEY,(smiles) Yeah! Sure.,SAN FRANCISCO HOUSE,"Joyce, smiling with renewed purpose, steps back to the console.",Accept
279,1,Moving to San Francisco,MOM,What did we do to deserve you? (kisses Riley) Sweet dreams.,SAN FRANCISCO HOUSE,"Joyce, smiling with renewed purpose, steps back to the console.",whQuestion
280,1,Moving to San Francisco,RILEY,Good night.,SAN FRANCISCO HOUSE,"Joyce, smiling with renewed purpose, steps back to the console.",Statement
281,1,Moving to San Francisco,Angelo,"Well, you can't argue with Mom. Happy it is.",HEADQUARTERS,"Joyce, smiling with renewed purpose, steps back to the console.",Reject
282,1,Moving to San Francisco,Felipe,Team Happy!  Sounds great!,HEADQUARTERS,"Joyce, smiling with renewed purpose, steps back to the console.",Emphasis
283,1,Moving to San Francisco,Diane,"I'm totally behind you, Joyce.",HEADQUARTERS,"Joyce, smiling with renewed purpose, steps back to the console.",Reject
