time,character,quote,location,description
878,BING BONG,We're out of here! Let's get to that train.,SUBCONSCIOUS CAVE,"Joyce helps Bing Bong squeeze through, but the balloon-bars make loud twisting noises. Jangles stirs. Joyce freezes. She stretches them further... Success! Joyce and Bing Bong hurry down and the trio rush away."
879,Joyce,Wait. The train's not running. We still have to wake up Riley.,SUBCONSCIOUS CAVE,"Joyce helps Bing Bong squeeze through, but the balloon-bars make loud twisting noises. Jangles stirs. Joyce freezes. She stretches them further... Success! Joyce and Bing Bong hurry down and the trio rush away."
880,Sandra,But how?,SUBCONSCIOUS CAVE,"Joyce helps Bing Bong squeeze through, but the balloon-bars make loud twisting noises. Jangles stirs. Joyce freezes. She stretches them further... Success! Joyce and Bing Bong hurry down and the trio rush away."
881,BING BONG,Oh no.,SUBCONSCIOUS CAVE,Joyce and Sandra look back at the clown.
882,Joyce,"(loudly) H-hhey Sandra, did you hear about the p-pahh-party that we're having?",SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them."
883,Sandra,"Ohhhh yeah, yes Joyce! Isn't it a ba- bahh... birthday party?",SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them."
884,JANGLES,Did you say... birthday?,SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them."
885,Joyce,"And there's going to be cake, and presents and--",SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them."
886,Sandra,--and games and balloons--,SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them."
887,JANGLES,(pulls out a giant mallet) A BIRTHDAY?!?!,SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them."
888,Joyce,Okay. Follow us!,SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them."
889,Joyce,"Nothing like a good scare to wake you up, right?",SUBCONSCIOUS CAVE,"All three run towards the gate, followed by the giant clown!"
890,SUBCONSCIOUS GUARD FRANK,"Okay, but it's my handwriting.",SUBCONSCIOUS GATE,The guards inspect each others' hats.
891,SUBCONSCIOUS GUARD DAVE,"No, it isn't. That's my handwrit-- I wrote that!",SUBCONSCIOUS GATE,The guards inspect each others' hats.
892,SUBCONSCIOUS GUARD FRANK,"No, but THIS one's my handwriting--",SUBCONSCIOUS GATE,The guards inspect each others' hats.
893,JANGLES,WHO'S THE BIRTHDAY GIRL?!?!,STAGE B,The set begins to shake. BLAAAM! Jangles crashes in.
894,BING BONG,"Come on, let's go!",STAGE B,The meter reads AWAKE. Joyce and Sandra do a happy dance.
895,Joyce,Ha ha! We made it!,TRAIN STATION,Our trio leap aboard just as the train picks up speed.
896,Sandra,Whoo-hoo! Ha ha!,TRAIN STATION,Our trio leap aboard just as the train picks up speed.
897,Joyce,Guess who's on their way to Headquarters?!,TRAIN STATION,Our trio leap aboard just as the train picks up speed.
898,Sandra,We are!,TRAIN STATION,Joyce grabs Sandra and picks her up in celebration.
899,Diane,What is going on?,HEADQUARTERS,"Angelo and Diane come out looking tired, rumpled..."
900,Angelo,He did it again.,HEADQUARTERS,"Angelo and Diane come out looking tired, rumpled..."
901,Felipe,"(huddled on the floor) We were at school, and we were naked, and there was a dog, and his back half was chasing him... and then we saw Bing Bong.",HEADQUARTERS,"Angelo and Diane come out looking tired, rumpled..."
902,Angelo,"You idiot! It was a DREAM! This is ridiculous, we can't even get a good night sleep anymore. Time to take action.",HEADQUARTERS,"Angelo and Diane come out looking tired, rumpled..."
903,Angelo,"Stupid Mom and Dad. If they hadn't moved us, none of this would've happened. Who's with me?",HEADQUARTERS,He goes and gets the Idea Bulb he held up earlier.
904,Diane,"Yeah, let's do it.",HEADQUARTERS,Felipe stammers nervously. Angelo looks to Diane.
905,Angelo,She took it. There's no turning back.,HEADQUARTERS,Riley gets the idea. She takes out her computer.
906,Diane,"So, how're we gonna get to Minnesota from here?",HEADQUARTERS,Riley gets the idea. She takes out her computer.
907,Angelo,"Well, why don't we go to the elephant lot and rent an elephant?",HEADQUARTERS,Riley gets the idea. She takes out her computer.
908,Felipe,Hey! That sounds nice!,HEADQUARTERS,Riley gets the idea. She takes out her computer.
909,Angelo,"We're taking the bus, nitwit!",HEADQUARTERS,Riley gets the idea. She takes out her computer.
910,Angelo,There's a bus leaving tomorrow. Perfect.,HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website."
911,Diane,A ticket costs money. How do we get money?,HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website."
912,Angelo,Mom's purse.,HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website."
913,Diane,You wouldn't.,HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website."
914,Angelo,"Oh, but I would. Where was it we saw it last?",HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website."
915,GUM MEMORY,Tripledent gum will--,HEADQUARTERS,He punches up a memory. It comes up and plays.
916,Angelo,"NOOOO!!! (slams his fist, canceling the memory) It's downstairs somewhere. Mom and Dad got us into this mess. They can pay to get us out.",HEADQUARTERS,He punches up a memory. It comes up and plays.
917,BING BONG,"How about this, huh? Isn't this nice? You can see everything from up here! Look, there's Inductive Reasoning. There's Deja Vu. There's Language Processing! There's Deja Vu. There's Critical Thinking! There's Deja Vu. Hey look at this, guys! Memories!",MIND WORLD,The train speeds ahead. The trio look out the train door.
918,Joyce,"Hey, that was a good idea. About scaring Riley awake. You're not so bad.",MIND WORLD,Bing Bong ducks inside the train. Joyce looks over to Sandra.
919,Sandra,Really?,MIND WORLD,Bing Bong ducks inside the train. Joyce looks over to Sandra.
920,Joyce,Nice work.,MIND WORLD,Bing Bong ducks inside the train. Joyce looks over to Sandra.
921,Joyce,I can't wait to get the old Riley back. As soon as we get there I'm going to fix this whole mess.,MIND WORLD,Joyce turns to sit on a crate inside the train.
922,BING BONG,Whoa. Is this Riley?,MIND WORLD,Bing Bong looks at a memory.
923,BING BONG,She's so big now. She won't fit in my rocket. How're we gonna get to the moon?,MIND WORLD,A RECENT MEMORY: Riley hoisted in the air by her teammates.
924,Joyce,"(taking the memory) Oh, it's that time in the twisty tree, remember? The hockey team showed up and Mom and Dad were there cheering. Look at her, having fun and laughing. I love this one.",MIND WORLD,A RECENT MEMORY: Riley hoisted in the air by her teammates.
925,Sandra,Mmm. I love that one too.,MIND WORLD,A RECENT MEMORY: Riley hoisted in the air by her teammates.
926,Joyce,Atta girl! Now you're getting it!,MIND WORLD,A RECENT MEMORY: Riley hoisted in the air by her teammates.
927,Sandra,Yeah. It was the day the Prairie Dogs lost the big playoff game. Riley missed the winning shot. She felt awful. She wanted to quit.,MIND WORLD,A RECENT MEMORY: Riley hoisted in the air by her teammates.
928,Sandra,"Sorry. I went sad again, didn't I?",MIND WORLD,Joyce's smile fades.
929,Joyce,I'll tell ya what. We'll keep working on that when we get back. Okay?,MIND WORLD,Joyce's smile fades.
930,Sandra,Okay.,MIND WORLD,Joyce's smile fades.
931,MOM,"(on phone) But I just don't understand, why did our moving van even go to Texas?",SAN FRANCISCO HOUSE,Riley sneaks down the stairs. Mom is on the phone in the kitchen with her back to Riley.
932,MOM,Multiple customers?,SAN FRANCISCO HOUSE,Riley spots Mom's purse on the table.
933,MOM,"Well, we were promised delivery on the fifth. Uh-huh.",SAN FRANCISCO HOUSE,Riley opens the purse.
934,MOM,"(still on phone) Excuse me, isn't there any way that you can rush it?",SAN FRANCISCO HOUSE,Riley takes out Mom's credit card. She pauses. Is she really doing this? Suddenly Mom turns. Riley panics. Mom looks up. Empty room.
935,WORKER #1,LOOK OUT!,TRAIN CAR,"Honesty Island crashes into the train tracks. Joyce, Sandra and Bing Bong scream. Workers below see the train falling towards them."
936,BING BONG,Hold on!,TRAIN CAR,"The train CRASHES onto the cliffside.  It slips towards the edge. Joyce struggles to get up, but the floor is pitching."
937,Joyce,That was our way home! We lost another island... what is happening?,TRAIN CAR,"Workers grab Joyce, Sandra and Bing Bong just as the train slides off the cliff and drops into the dump below. Joyce looks towards Headquarters."
938,WORKER #1,Haven't you heard? Riley is running away.,TRAIN CAR,"Workers grab Joyce, Sandra and Bing Bong just as the train slides off the cliff and drops into the dump below. Joyce looks towards Headquarters."
939,Joyce,What?!,TRAIN CAR,"Workers grab Joyce, Sandra and Bing Bong just as the train slides off the cliff and drops into the dump below. Joyce looks towards Headquarters."
940,Felipe,"Wait, wait, hang on, guys. Are we really doing this? I mean, this is serious.",HEADQUARTERS,Felipe is driving.
941,Angelo,Look. We have no core memories. You want Riley to be happy? Let's get back to Minnesota and make more.,HEADQUARTERS,Angelo pushes Felipe aside and works the console.
942,Sandra,"If we hurry, we can still stop her. (points)",LONG-TERM MEMORY,Riley's worried face goes angry. She packs and exits.
943,Joyce,Family Island. Let's go!,LONG-TERM MEMORY,Riley's worried face goes angry. She packs and exits.
944,Sandra,Joyce! Joyce! It's too dangerous! We won't make it in time!,LONG-TERM MEMORY,Family Island shakes and crumbles.
945,Joyce,But that's our only way back!,LONG-TERM MEMORY,Family Island shakes and crumbles.
946,Joyce,A recall tube!,LONG-TERM MEMORY,"The rumbling causes an END CAP of a nearby shelf to break, exposing an open tube.  A memory gets sucked up and shot towards Headquarters."
947,Sandra,We can get recalled!,LONG-TERM MEMORY,"The rumbling causes an END CAP of a nearby shelf to break, exposing an open tube.  A memory gets sucked up and shot towards Headquarters."
948,MOM,"Have a great day, sweetheart.",SAN FRANCISCO HOUSE,Riley goes to the front door. Mom and Dad are in the kitchen.
949,DAD,"See you after school, monkey.",SAN FRANCISCO HOUSE,Riley goes to the front door. Mom and Dad are in the kitchen.
950,MOM,We love you!,SAN FRANCISCO HOUSE,Riley goes to the front door. Mom and Dad are in the kitchen.
951,Joyce,Go! Run! RUN!,LONG-TERM MEMORY,"Family Island rumbles. A LARGE CHUNK of cliff edge breaks off behind them, driving Joyce and Sandra forward."
952,Joyce,"Woah woah! Sandra! (pushing her back) Sandra, stop! You're hurting Riley!",LONG-TERM MEMORY,"Joyce steps into the disconnected TUBE, ready to sail up to Headquarters. Sandra tries to climb in, but there's not enough room; she jostles, pressing against the satchel. The CORE MEMORIES start to turn blue."
953,Sandra,"Oh no, I did it again...",LONG-TERM MEMORY,"Joyce pulls a core memory from the satchel. It is BRIGHT BLUE, but slowly fades back to normal."
954,Joyce,"If you get in here, these core memories will get sad!",LONG-TERM MEMORY,"Joyce pulls a core memory from the satchel. It is BRIGHT BLUE, but slowly fades back to normal."
955,Joyce,I'm sorry. Riley needs to be happy.,LONG-TERM MEMORY,"Joyce watches FAMILY ISLAND crumble. She looks down at Sandra. Joyce, pained, decides."
956,Sandra,Joyce!!!,FALLS!,"Bing Bong runs forward to help her, but the ground beneath him crumbles away. Joyce and Bing Bong tumble into the abyss."
957,BING BONG,Joyce?,MEMORY DUMP,"Joyce falls, clutching the satchel of core memories. She lands hard, rolling down a hill of faded memories. She sits up, looks around. The satchel! All the memories are still there. Panicked, Joyce runs up the hills of memories. Off in another part of the dump, Bing Bong comes to."
958,BING BONG,Joyce!,MEMORY DUMP,Bing Bong notices his hand beginning to fade. He gasps.
959,BING BONG,"Joyce? Joyce, what are you doing? Will you stop it please?",MEMORY DUMP,He finds Joyce desperately clawing her way up the hill.
960,BING BONG,"Don't you get it, Joyce? We're stuck down here. We're forgotten.",MEMORY DUMP,Joyce ignores him; keeps trying.
961,RILEY,We used to play tag and stuff.,MEMORY DUMP,"This stops Joyce. All around, memories are fading to dust. Vapors blowing in the atmosphere, they disappear."
962,RILEY,But everything's different now since we moved.,MEMORY DUMP,Joyce recognizes this. She finds Sandra' BLUE CORE MEMORY: Riley crying in class.
963,Joyce,Do you remember how she used to stick her tongue out when she was coloring?,MEMORY DUMP,Seeing Riley cry breaks Joyce's heart. She falls to her knees. She picks up a nearby MEMORY of young happy Riley coloring.
964,Joyce,I could listen to her stories all day.,MEMORY DUMP,Another memory: Riley talking to a bug.
965,Joyce,I just wanted Riley to be happy. And now...,MEMORY DUMP,Another memory: Riley spinning.
966,Sandra,It was the day the Prairie Dogs lost the big playoff game. Riley missed the winning shot. She felt awful. She wanted to quit.,MEMORY DUMP,"She holds the recent blue memory of Riley in class.  Joyce hugs them all until the memories fall out of her arms. Joyce cries. A long, deep, painful cry. Joyce has lost everything. Around her, memories fade and disappear. A tear falls onto the faded TWISTY-TREE MEMORY. Joyce wipes it. In wiping the tear, the memory rewinds. Its color CHANGES from GOLD TO BLUE. IN THE MEMORY: Riley sits in the tree with her parents, the team approaching in the distance. Joyce looks closer. What's this? She rewinds more. IN THE MEMORY: Riley sits in the tree, crying, alone. Joyce remembers what Sandra said about the memory..."
967,Joyce,"Sandra. Mom and Dad, the team... they came to help because of Sandra.",MEMORY DUMP,IN THE MEMORY: Mom and Dad come to console Riley. Joyce fast forwards. IN THE MEMORY: The hockey team lifts Riley on their shoulders and cheers.  Riley smiles.
968,Joyce,We have to get back up there!,MEMORY DUMP,"She turns to Bing Bong, ready to take action."
969,BING BONG,"Joyce, we're stuck down here. We might as well be on another planet.",MEMORY DUMP,"She turns to Bing Bong, ready to take action."
970,Joyce,(getting an idea) Another planet. (sings) Who's your friend who likes to play?,MEMORY DUMP,"She turns to Bing Bong, ready to take action."
971,Joyce,(sings louder) Who's your friend who likes to play?,MEMORY DUMP,Silence.
972,BING BONG,(understanding; excited) His rocket makes you yell Hooray!,MEMORY DUMP,Silence.
973,BING BONG,"Who's the best in every way and wants to sing this song to say, who's your friend who likes to play? Bing Bong Bing Bong!",MEMORY DUMP,"Far off, BING BONG'S ROCKET answers. They run towards it."
974,Joyce,Hop in!,MEMORY DUMP,They perch the wagon atop a hill. Joyce looks resigned.
975,Joyce,C'mon!,MEMORY DUMP,"Both inside, Bing Bong pushes off. They speed down a slope to gain momentum, singing all the way. They reach the bottom and shoot up another hill, launching up towards the cliff top. Joyce and Bing Bong enthusiastically, if not desperately, sing at the top of their lungs. Not even close. They crash back to the bottom."
976,BING BONG,"Come on, Joyce. One more time. I've got a feeling about this one.",MEMORY DUMP,They shoot down a taller hill for another go. They SING faster and louder. Joyce reaches for the ledge but they fall with a thud. Bing Bong stands. There's no way they'll make it.  He looks up at the ledge and then to his hand -- it's disappearing!
977,BING BONG,"Louder! Louder, Joyce! Sing louder!",MEMORY DUMP,"Hurdling down the largest hill yet, they continue to sing Bing Bong's song."
978,Joyce,We're gonna make it!,MEMORY DUMP,"Bing Bong times it just right... and jumps out of the wagon. Without his weight, the Joyce gains momentum. She's unaware of Bing Bong's absence."
979,Joyce,"Woohoo! Bing Bong, we did it! We--",MEMORY DUMP,The rocket makes it over the ledge! It crashes atop the cliff.
980,Joyce,Bing Bong? Bing Bong!,MEMORY DUMP,She turns around. She's alone.
981,BING BONG,Ya ha ha! You made it! Ha ha! Go! Go save Riley! (pause) Take her to the moon for me. Okay?,MEMORY DUMP,"She runs to the cliff side.  Below, Bing Bong laughs excitedly, happy to help Riley in the only way he can."
982,Joyce,"I'll try, Bing Bong. I promise.",MEMORY DUMP,He waves as the last of him vanishes into the air. Joyce's eyes widen in awe; he's sacrificed his life for her.
983,MOM,We're home! Riley? Riley!,SAN FRANCISCO HOUSE,Mom and Dad walk in.
984,MOM,I'll call her cell.,SAN FRANCISCO HOUSE,Dad opens the door. The room is empty.
985,Felipe,This is terrible. Wait. Is that someone walking towards us? Let's cross the street.,HEADQUARTERS,Riley walks through a sketchy part of the city.
986,Felipe,It's Mom! She's on to us! Where's my bag?,HEADQUARTERS,Riley's cell phone rings. MOM is calling.
987,Diane,What do we do?,HEADQUARTERS,Felipe finds a paper bag and breathes into it to calm himself.
988,Angelo,Riley needs to get core memories. We keep going.,HEADQUARTERS,Felipe finds a paper bag and breathes into it to calm himself.
989,Joyce,Sandra!,LONG-TERM MEMORY,Joyce runs through the Long-Term Memory stacks.
990,Joyce,"Sandra? Sandra? (no answer; desperate) C'mon Sandra, where are you? Okay. If I were Sandra, where would I be?",LONG-TERM MEMORY,Joyce runs through a long corridor.
991,Joyce,(Sandra voice) Ohhh... everything is awful and my legs don't work and you have to drag me around while I touch all the--,LONG-TERM MEMORY,Joyce slumps to the ground. She kicks a leg up in the air.
992,Diane,Oh no. It's Mom again. What do we do?!,HEADQUARTERS,Felipe breathes faster into his paper bag.
993,Angelo,Uh... Uh...,HEADQUARTERS,Felipe breathes faster into his paper bag.
994,Angelo,This is madness! She shouldn't run away!,HEADQUARTERS,Felipe's bag POPS.
995,Diane,Let's get this idea out of her head.,HEADQUARTERS,Felipe's bag POPS.
996,Joyce,Sandra!,LONG-TERM MEMORY,"Joyce runs, following the path of blue memories."
997,Joyce,Sandra!,LONG-TERM MEMORY,Joyce rounds a corner and spots Sandra far down the next row.
998,Sandra,Joyce?,LONG-TERM MEMORY,Sandra turns around.
999,Joyce,"Wait, Sandra!",LONG-TERM MEMORY,"Inexplicably, Sandra turns and runs away."
1000,Sandra,Just let me go! Riley's better off without me!,LONG-TERM MEMORY,Joyce chases after her. Sandra doesn't stop.
1001,Joyce,Come back!,IMAGINATIONLAND,Sandra topples giant french fries in Joyce's path.
1002,MIND WORKER COP #1,So you're saying your husband was blown away by an elephant.,IMAGINATIONLAND,Two MIND WORKER COPS are questioning a CLOUD WITNESS.
1003,MIND WORKER COP #1,Was he with anyone?,IMAGINATIONLAND,The Cloud Witness nods. Sandra runs past the crime scene. They don't notice.
1004,CLOUD WITNESS,Yes! And there she is!,IMAGINATIONLAND,The Cloud Witness nods. Sandra runs past the crime scene. They don't notice.
1005,MIND WORKER COP #1,(runs after Joyce) Hey! Come back here!,IMAGINATIONLAND,"Joyce runs right through the Cloud Witness, dissipating her."
1006,MIND WORKER COP #2,"Forget it, Jake. It's Cloud Town.",IMAGINATIONLAND,"Joyce runs right through the Cloud Witness, dissipating her."
1007,Joyce,What? Sandra!,IMAGINATIONLAND,"Joyce searches for Sandra. Suddenly, rain falls on her. Above, Sandra is floating on a chunk of rain cloud, away from Headquarters."
1008,Sandra,(crying) I only make everything worse!,IMAGINATIONLAND,"Joyce searches for Sandra. Suddenly, rain falls on her. Above, Sandra is floating on a chunk of rain cloud, away from Headquarters."
1009,Joyce,Wait-- Sandra! We've gotta get you back to... (Sandra is too far away) Ugh.,IMAGINATIONLAND,"Joyce searches for Sandra. Suddenly, rain falls on her. Above, Sandra is floating on a chunk of rain cloud, away from Headquarters."
1010,Angelo,It's stuck!,HEADQUARTERS,"Angelo tries to untwist the Idea Bulb, but IT WON'T MOVE."
1011,Diane,Oh great.,HEADQUARTERS,"Angelo tries to untwist the Idea Bulb, but IT WON'T MOVE."
1012,Felipe,Whadayamean it's stuck?!?,HEADQUARTERS,"Angelo tries to untwist the Idea Bulb, but IT WON'T MOVE."
1013,Diane,Now what?,HEADQUARTERS,"Angelo tries to untwist the Idea Bulb, but IT WON'T MOVE."
1014,Felipe,"Oh, no, no, no. What is THIS?!",HEADQUARTERS,A strange BLACKNESS spreads over the console.
1015,Felipe,"Oh, how do we stop it?",HEADQUARTERS,Riley walks down the aisle of the bus.
1016,Diane,I got it! Make her feel scared! That'll make her change her mind!,HEADQUARTERS,Riley walks down the aisle of the bus.
1017,Felipe,Brilliant!,HEADQUARTERS,Riley walks down the aisle of the bus.
1018,Diane,I know it's brilliant. Do it!,HEADQUARTERS,Riley walks down the aisle of the bus.
1019,Felipe,Ahh! Nothing's working! Why isn't it working??,HEADQUARTERS,Felipe frantically pushes buttons.
1020,Angelo,Let me try!,HEADQUARTERS,Felipe frantically pushes buttons.
1021,Diane,"Great, you broke it!",HEADQUARTERS,Diane and Felipe pound on the console buttons.
1022,Felipe,"No, I didn't!",HEADQUARTERS,Diane and Felipe pound on the console buttons.
1023,Angelo,Let me do it!,HEADQUARTERS,Diane and Felipe pound on the console buttons.
1024,Felipe,Guys. We can't make Riley feel anything.,HEADQUARTERS,"By now, the console is mostly black."
1025,Angelo,What have we done?,HEADQUARTERS,Riley sits on the bus.
1026,Joyce,"Hey! Hey, look at me. Did you mean what you said before?",IMAGINATIONLAND,Joyce runs up to Riley's Imaginary Boyfriend.
1027,IMAGINARY BOYFRIEND,I would die for Riley! I would die for Riley!,IMAGINATIONLAND,Joyce runs up to Riley's Imaginary Boyfriend.
1028,Joyce,"Yeah, yeah, okay, Haircut. Time to prove it.",IMAGINATIONLAND,Joyce runs up to Riley's Imaginary Boyfriend.
1029,HOUSE OF CARDS WORKER,(angry) That's it! I fold!,IMAGINATIONLAND,"Joyce pulls a balloon free from a TWISTY BALLOON PALM TREE. She aims it towards the approaching Sandra and unties it. PTHHPT! The balloon blows Sandra back over the MEMORY DUMP. In the process, the HOUSE OF CARDS behind them collapses."
1030,Joyce,"(to herself) This is crazy, this is crazy... No, no, no! Joyce! Be positive. (beat) I am POSITIVE this is crazy!",LONG-TERM MEMORY,"Joyce sights Sandra and aligns herself with Family Island. She dumps the satchel, pouring out the Boyfriends. Their momentum pulls her to the top of a TOWER OF BOYFRIENDS."
1031,Joyce,NOW!,LONG-TERM MEMORY,"Joyce spots the trampoline on Family Island, then Sandra floating away. She times it..."
1032,IMAGINARY BOYFRIENDS,For Riley!,LONG-TERM MEMORY,The tower tips forward.
1033,Joyce,Gotcha!,LONG-TERM MEMORY,"Joyce falls towards Family Island, bounces on the TRAMPOLINE, flying up towards Sandra. She intercepts Sandra midair..."
1034,Sandra,Joyce?,LONG-TERM MEMORY,"Joyce falls towards Family Island, bounces on the TRAMPOLINE, flying up towards Sandra. She intercepts Sandra midair..."
1035,Joyce,Hang on!,LONG-TERM MEMORY,"Joyce falls towards Family Island, bounces on the TRAMPOLINE, flying up towards Sandra. She intercepts Sandra midair..."
1036,Felipe,"Ohhh, I wish Joyce was here!",HEADQUARTERS,"Angelo, Felipe and Diane watch the screen, worried."
1037,Diane,It's Joyce!,HEADQUARTERS,"SPLAT! Joyce and Sandra hit the back window and slide down, grabbing the window edge. The Emotions run to the window."
1038,Angelo,Stand back! Arrrrgh!,HEADQUARTERS,"SPLAT! Joyce and Sandra hit the back window and slide down, grabbing the window edge. The Emotions run to the window."
1039,Diane,(sarcastically) That worked.,HEADQUARTERS,Angelo throws a chair at the window. It bounces off.
1040,Angelo,"Well, what would you do, if you're so smart?!",HEADQUARTERS,Angelo throws a chair at the window. It bounces off.
1041,Diane,"I'd tell you, but you're too dumb to understand.",HEADQUARTERS,He's smoldering. Diane's eyes light up.
1042,Angelo,What?!,HEADQUARTERS,He's smoldering. Diane's eyes light up.
1043,Diane,"Of course your tiny brain is confused. Guess I'll just have to dumb it down to your level. Sorry I don't speak moron as well as you, but let me try: Duuuuhhhhh.",HEADQUARTERS,He's smoldering. Diane's eyes light up.
1044,Felipe,"Oh, thank goodness you're back.",HEADQUARTERS,"Angelo explodes, bursting into full blowtorch flames. Diane, sporting a welding mask, picks him up and blows a hole in the window. Joyce and Sandra climb through. Angelo Felipe and Diane all talk at the same time, explaining:"
1045,Diane,Things are really messed up.,HEADQUARTERS,"Angelo explodes, bursting into full blowtorch flames. Diane, sporting a welding mask, picks him up and blows a hole in the window. Joyce and Sandra climb through. Angelo Felipe and Diane all talk at the same time, explaining:"
1046,Angelo,"We found this idea, and now Riley's on a bus heading for Minnesota!",HEADQUARTERS,"Angelo explodes, bursting into full blowtorch flames. Diane, sporting a welding mask, picks him up and blows a hole in the window. Joyce and Sandra climb through. Angelo Felipe and Diane all talk at the same time, explaining:"
1047,Diane,"Joyce, you've got to fix this. Get up there.",HEADQUARTERS,The bus starts to pull away.
1048,Joyce,"Sandra, it's up to you.",HEADQUARTERS,The bus starts to pull away.
1049,Sandra,Me?,HEADQUARTERS,The bus starts to pull away.
1050,Angelo,Sandra?!?,HEADQUARTERS,Joyce pushes Sandra towards the console.
1051,Felipe,Sandra?!?,HEADQUARTERS,Joyce pushes Sandra towards the console.
1052,Diane,Sandra?!?,HEADQUARTERS,Joyce pushes Sandra towards the console.
1053,Sandra,"I can't, Joyce.",HEADQUARTERS,Joyce pushes Sandra towards the console.
1054,Joyce,Yes you can. Riley needs you.,HEADQUARTERS,Joyce pushes Sandra towards the console.
1055,Sandra,Okay.,HEADQUARTERS,Sandra approaches the console and takes charge.
1056,RILEY,Wait! Stop! I wanna get off.,BUS,Feeling comes back to Riley: her expression changes from listless to sad. She stands.
1057,MOM,(on phone) Alright. Thank you. We will. (to Dad) Her teacher hasn't even seen Riley all day.,SAN FRANCISCO HOUSE,"Mom sits at the table, on the phone. Dad hovers."
1058,DAD,What? I can't believe this.,SAN FRANCISCO HOUSE,"Mom sits at the table, on the phone. Dad hovers."
1059,MOM,What was she wearing last? Do you even remember what--,SAN FRANCISCO HOUSE,"Mom sits at the table, on the phone. Dad hovers."
1060,MOM,Riley!,SAN FRANCISCO HOUSE,The door opens. Riley walks in. They rush over to her.
1061,DAD,"Riley, there you are! Thank goodness!",SAN FRANCISCO HOUSE,The door opens. Riley walks in. They rush over to her.
1062,MOM,"Oh, we were worried sick! Where have you been? It's so late...",SAN FRANCISCO HOUSE,The door opens. Riley walks in. They rush over to her.
1063,RILEY,I know you don't want me to but... I miss home. I miss Minnesota.,SAN FRANCISCO HOUSE,Riley cries.
1064,RILEY,"You need me to be happy, but... I want my old friends, and my hockey team... I wanna go home. Please don't be mad.",SAN FRANCISCO HOUSE,"Mom and Dad, concerned, listen quietly."
1065,MOM,Oh sweetie...,SAN FRANCISCO HOUSE,"Mom and Dad, concerned, listen quietly."
1066,DAD,We're not mad. You know what? I miss Minnesota too. I miss the woods where we took hikes.,SAN FRANCISCO HOUSE,"Mom and Dad, concerned, listen quietly."
1067,MOM,And the back yard where you used to play.,SAN FRANCISCO HOUSE,"Mom and Dad, concerned, listen quietly."
1068,DAD,"Spring Lake, where you learned to skate.",SAN FRANCISCO HOUSE,"Mom and Dad, concerned, listen quietly."
1069,DAD,Come here.,SAN FRANCISCO HOUSE,Riley cries harder.
1070,Felipe,"Hey, I'm liking this new view.",HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality."
1071,Angelo,Friendship Island has expanded. Glad they finally opened that Friendly Arguments section.,HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality."
1072,Sandra,I like Tragic Vampire Romance Island.,HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality."
1073,Diane,Fashion Island. Everyone shut up!,HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality."
1074,Felipe,Boy Band Island. Hope that's just a phase.,HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality."
1075,Joyce,"Say what you want, I think it's all beautiful.",HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality."
1076,WORKER FRITZ,Alright!,HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality."
1077,WORKER FRITZ,There you go. Your new expanded console is up and running.,HEADQUARTERS,"The Emotions turn to see workers at a new, larger console."
1078,Joyce,Whoa!,HEADQUARTERS,The new console lights up.
1079,Sandra,Whoa!,HEADQUARTERS,The new console lights up.
1080,Felipe,Whoa!,HEADQUARTERS,The new console lights up.
1081,Angelo,Whoa!,HEADQUARTERS,The new console lights up.
1082,Diane,Whoa!,HEADQUARTERS,The new console lights up.
