time,character,quote,location,description
817,FEAR,"(dismissive) Pff, teeth falling out, I'm used to that one. Let me guess, we have no pants on.",INT. HEADQUARTERS,A crew member drops handfuls of teeth in front of the camera.
818,DREAM STUDENT #2,Hey look! She came to school with no pants on!,ON THE SCREEN:,A crew member drops handfuls of teeth in front of the camera.
819,FEAR,Called it!,ON THE SCREEN:,The camera adjusts down to reveal Riley's bare legs. Riley's hands try to block them.
820,JOY,Ready?,INT. STAGE B - BACKSTAGE,"Joy and Sadness are in the dog costume, waiting to go on."
821,SADNESS,I don't think this happy thing is going to work. But if we scare her--,INT. STAGE B - BACKSTAGE,"Joy and Sadness are in the dog costume, waiting to go on."
822,JOY,Just follow my lead. Here we go!,INT. STAGE B - BACKSTAGE,"Joy and Sadness are in the dog costume, waiting to go on."
823,DREAM DIRECTOR,(flipping through script) Who is that?,INT. STAGE B - CLASSROOM SET,They run around in playful circles. Joy makes puppy noises.
824,FEAR,What's going on?,INT. HEADQUARTERS,They run around in playful circles. Joy makes puppy noises.
825,JOY,(to Bing Bong) Psst. You're on! Go!,INT. STAGE B - CLASSROOM SET,Riley is sound sleep.
826,JOY,Woo! Let's party! Let's dance. Woo!,INT. STAGE B - CLASSROOM SET,Bing Bong pulls a rope. Balloons drop! A colorful backdrop!
827,FEAR,"Hey, a party!",INT. HEADQUARTERS,Bing Bong pulls a rope. Balloons drop! A colorful backdrop!
828,SADNESS,"Joy, this isn't working.",INT. STAGE B - CLASSROOM SET,"On stage, Joy and Sadness run in circles, barking."
829,JOY,"Huh? Sadness, what are you doing?! Come back here!",INT. STAGE B - CLASSROOM SET,Joy runs after Sadness.
830,FEAR,"It's just a dream, it's just a dream, it's just a dream...",INT. HEADQUARTERS,"On screen, the front half of a dog chases the rear half."
831,DREAM DIRECTOR,They're trying to wake her up! Call security!,INT. STAGE B - CLASSROOM SET,Riley stirs in her sleep.
832,BING BONG,"Hi Riley, it's me! Who's your friend who likes to play? Bing Bong, Bing Bong!",INT. HEADQUARTERS,Bing Bong appears on screen.
833,FEAR,Bing Bong?,INT. HEADQUARTERS,Bing Bong appears on screen.
834,JOY,Sadness! You are ruining this dream! You're scaring her!,INT. STAGE B - CLASSROOM SET,"Bing Bong slips, tipping over the set wall."
835,SADNESS,"But look, it's working!",INT. STAGE B - CLASSROOM SET,"Bing Bong slips, tipping over the set wall."
836,JOY,Whoa!,INT. STAGE B - CLASSROOM SET,The SLEEP INDICATOR is starting to tip. Joy's eyes widen.
837,DREAM DIRECTOR,(to Security) They are not part of this dream! Get them!,INT. STAGE B - CLASSROOM SET,"But before she can do anything, Security enters."
838,DREAM PRODUCTIONS COP #1,Stop right there!,INT. STAGE B - CLASSROOM SET,Sadness pulls Joy out of harms way as guards GRAB Bing Bong.
839,BING BONG,Ow! Hey!,INT. STAGE B - CLASSROOM SET,Sadness pulls Joy out of harms way as guards GRAB Bing Bong.
840,DREAM DIRECTOR,(to camera operator) Pan away! Pan away!,INT. STAGE B - CLASSROOM SET,Sadness pulls Joy out of harms way as guards GRAB Bing Bong.
841,FEAR,Booooo! Pick a plot line!,INT. HEADQUARTERS,The camera pans away to Rainbow Unicorn making off with a giant cupcake platter from the craft services table.
842,BING BONG,Ow! Ow! Cut that out. Ow! Please... you can't do this! Do you like candy? You look hungry. I can get you candy! Please! Ow. Ow. Ow.,EXT. STAGE B,Joy and Sadness exit Stage B.
843,JOY,"No, no no no, there go the core memories...!",EXT. STAGE B,"Joy and Sadness watch Bing Bong being dragged far off to the dark, menacing entry of SUBCONSCIOUS."
844,BING BONG,I can't go in there. I'm scared of the dark. Please!,EXT. STAGE B,The door opens. SPOOKY LIGHT spills out.
845,JOY,What is this place?,EXT. SUBCONSCIOUS STAIRS,"He's thrown in and the door SLAMS SHUT. Joy and Sadness head after him, down the long stairway."
846,SADNESS,(hushed tone) The Subconscious. It's where they take all the troublemakers.,EXT. SUBCONSCIOUS STAIRS,"He's thrown in and the door SLAMS SHUT. Joy and Sadness head after him, down the long stairway."
847,SUBCONSCIOUS GUARD DAVE,My hat feels loose.,EXT. SUBCONSCIOUS GATE,Joy and Sadness hide. TWO CLUELESS GUARDS block the gate.
848,SUBCONSCIOUS GUARD FRANK,Let me see.,EXT. SUBCONSCIOUS GATE,Joy and Sadness hide. TWO CLUELESS GUARDS block the gate.
849,SUBCONSCIOUS GUARD DAVE,"You got my hat? Or, or is that your hat?",EXT. SUBCONSCIOUS GATE,Sadness leads Joy around and behind the guards.
850,SUBCONSCIOUS GUARD FRANK,"Yeah, it's my hat.",EXT. SUBCONSCIOUS GATE,Sadness leads Joy around and behind the guards.
851,SUBCONSCIOUS GUARD DAVE,"You sure? I don't know, look in the label.",EXT. SUBCONSCIOUS GATE,Sadness leads Joy around and behind the guards.
852,SUBCONSCIOUS GUARD FRANK,"Yeah, it says, My Hat.",EXT. SUBCONSCIOUS GATE,Sadness leads Joy around and behind the guards.
853,SUBCONSCIOUS GUARD DAVE,"Wait, it says, My Hat?",EXT. SUBCONSCIOUS GATE,Sadness leads Joy around and behind the guards.
854,SUBCONSCIOUS GUARD FRANK,"My Hat, it says.",EXT. SUBCONSCIOUS GATE,Sadness leads Joy around and behind the guards.
855,SUBCONSCIOUS GUARD DAVE,That's what I wrote in my hat.,EXT. SUBCONSCIOUS GATE,Sadness leads Joy around and behind the guards.
856,SUBCONSCIOUS GUARD FRANK,What are you talking about?,EXT. SUBCONSCIOUS GATE,Sadness leads Joy around and behind the guards.
857,SUBCONSCIOUS GUARD DAVE,You've got my hat on.,EXT. SUBCONSCIOUS GATE,Sadness leads Joy around and behind the guards.
858,SUBCONSCIOUS GUARD FRANK,"Okay, but it's my handwriting--",EXT. SUBCONSCIOUS GATE,Sadness leads Joy around and behind the guards.
859,SUBCONSCIOUS GUARD DAVE,Hey! You!,EXT. SUBCONSCIOUS GATE,Sadness loudly SHAKES the door.
860,SADNESS,Oh! You caught us! Heh.,EXT. SUBCONSCIOUS GATE,Sadness loudly SHAKES the door.
861,SUBCONSCIOUS GUARD FRANK,Get back in there! No escaping!,EXT. SUBCONSCIOUS GATE,Sadness loudly SHAKES the door.
862,SADNESS,I don't like it here. It's where they keep Riley's darkest fears.,INT. SUBCONSCIOUS CAVE,Joy gives Sadness an approving nod: nice work. They head forward. This place is spooky.
863,JOY,It's broccoli!,INT. SUBCONSCIOUS CAVE,Joy spots a dark shape ahead:
864,SADNESS,The stairs to the basement!,INT. SUBCONSCIOUS CAVE,Behind them:
865,JOY,Grandma's vacuum cleaner!,INT. SUBCONSCIOUS CAVE,They SCAMPER AWAY like frightened mice.
866,JOY,"(catching her breath) Okay, come on.",INT. SUBCONSCIOUS CAVE,The vacuum gives chase. Joy and Sadness lose it and hide behind a rock.
867,JOY,Would you walk quieter?,INT. SUBCONSCIOUS CAVE,Sadness makes a loud CRINKLING NOISE with each step.
868,SADNESS,I'm trying!,INT. SUBCONSCIOUS CAVE,Sadness makes a loud CRINKLING NOISE with each step.
869,JOY,What is going-- (looking down) Candy wrappers.,INT. SUBCONSCIOUS CAVE,Sadness makes a loud CRINKLING NOISE with each step.
870,JOY,Bing Bong!,"INT. SUBCONSCIOUS CAVE, CLOWN LAIR","--a crying Bing Bong in a balloon cage, atop a large mound."
871,BING BONG,Joy?,"INT. SUBCONSCIOUS CAVE, CLOWN LAIR","--a crying Bing Bong in a balloon cage, atop a large mound."
872,JOY,There you are.,"INT. SUBCONSCIOUS CAVE, CLOWN LAIR","--a crying Bing Bong in a balloon cage, atop a large mound."
873,BING BONG,SHHHHH! (points),"INT. SUBCONSCIOUS CAVE, CLOWN LAIR","--a crying Bing Bong in a balloon cage, atop a large mound."
874,JOY,(terrified) It's Jangles.,"INT. SUBCONSCIOUS CAVE, CLOWN LAIR",They are standing in front of a giant SLEEPING CLOWN.
875,JANGLES,"(talking in his sleep) Who's the birthday girl, who's the birthday girl...","INT. SUBCONSCIOUS CAVE, CLOWN LAIR",They are standing in front of a giant SLEEPING CLOWN.
876,JOY,Do you have the core memories?,"INT. SUBCONSCIOUS CAVE, CLOWN LAIR",They gingerly approach Jangles. Joy climbs up to Bing Bong.
877,BING BONG,All he cared about was the candy!,"INT. SUBCONSCIOUS CAVE, CLOWN LAIR",He gives her the satchel. Joy holds them close.
878,BING BONG,We're out of here! Let's get to that train.,"INT. SUBCONSCIOUS CAVE, CLOWN LAIR","Joy helps Bing Bong squeeze through, but the balloon-bars make loud twisting noises. Jangles stirs. Joy freezes. She stretches them further... Success! Joy and Bing Bong hurry down and the trio rush away."
879,JOY,Wait. The train's not running. We still have to wake up Riley.,"INT. SUBCONSCIOUS CAVE, CLOWN LAIR","Joy helps Bing Bong squeeze through, but the balloon-bars make loud twisting noises. Jangles stirs. Joy freezes. She stretches them further... Success! Joy and Bing Bong hurry down and the trio rush away."
880,SADNESS,But how?,"INT. SUBCONSCIOUS CAVE, CLOWN LAIR","Joy helps Bing Bong squeeze through, but the balloon-bars make loud twisting noises. Jangles stirs. Joy freezes. She stretches them further... Success! Joy and Bing Bong hurry down and the trio rush away."
881,BING BONG,Oh no.,"INT. SUBCONSCIOUS CAVE, CLOWN LAIR",Joy and Sadness look back at the clown.
882,JOY,"(loudly) H-hhey Sadness, did you hear about the p-pahh-party that we're having?","INT. SUBCONSCIOUS CAVE, CLOWN LAIR","Together, Joy and Sadness approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them."
883,SADNESS,"Ohhhh yeah, yes Joy! Isn't it a ba- bahh... birthday party?","INT. SUBCONSCIOUS CAVE, CLOWN LAIR","Together, Joy and Sadness approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them."
884,JANGLES,Did you say... birthday?,"INT. SUBCONSCIOUS CAVE, CLOWN LAIR","Together, Joy and Sadness approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them."
885,JOY,"And there's going to be cake, and presents and--","INT. SUBCONSCIOUS CAVE, CLOWN LAIR","Together, Joy and Sadness approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them."
886,SADNESS,--and games and balloons--,"INT. SUBCONSCIOUS CAVE, CLOWN LAIR","Together, Joy and Sadness approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them."
887,JANGLES,(pulls out a giant mallet) A BIRTHDAY?!?!,"INT. SUBCONSCIOUS CAVE, CLOWN LAIR","Together, Joy and Sadness approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them."
888,JOY,Okay. Follow us!,"INT. SUBCONSCIOUS CAVE, CLOWN LAIR","Together, Joy and Sadness approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them."
889,JOY,"Nothing like a good scare to wake you up, right?","INT. SUBCONSCIOUS CAVE, CLOWN LAIR","All three run towards the gate, followed by the giant clown!"
890,SUBCONSCIOUS GUARD FRANK,"Okay, but it's my handwriting.",EXT. SUBCONSCIOUS GATE -- CONTINUOUS,The guards inspect each others' hats.
891,SUBCONSCIOUS GUARD DAVE,"No, it isn't. That's my handwrit-- I wrote that!",EXT. SUBCONSCIOUS GATE -- CONTINUOUS,The guards inspect each others' hats.
892,SUBCONSCIOUS GUARD FRANK,"No, but THIS one's my handwriting--",EXT. SUBCONSCIOUS GATE -- CONTINUOUS,The guards inspect each others' hats.
893,JANGLES,WHO'S THE BIRTHDAY GIRL?!?!,INT. STAGE B,The set begins to shake. BLAAAM! Jangles crashes in.
894,BING BONG,"Come on, let's go!",INT. STAGE B,The meter reads AWAKE. Joy and Sadness do a happy dance.
895,JOY,Ha ha! We made it!,EXT. TRAIN STATION - MOMENTS LATER,Our trio leap aboard just as the train picks up speed.
896,SADNESS,Whoo-hoo! Ha ha!,EXT. TRAIN STATION - MOMENTS LATER,Our trio leap aboard just as the train picks up speed.
897,JOY,Guess who's on their way to Headquarters?!,EXT. TRAIN STATION - MOMENTS LATER,Our trio leap aboard just as the train picks up speed.
898,SADNESS,We are!,EXT. TRAIN STATION - MOMENTS LATER,Joy grabs Sadness and picks her up in celebration.
899,DISGUST,What is going on?,INT. HEADQUARTERS - MORNING,"Anger and Disgust come out looking tired, rumpled..."
900,ANGER,He did it again.,INT. HEADQUARTERS - MORNING,"Anger and Disgust come out looking tired, rumpled..."
901,FEAR,"(huddled on the floor) We were at school, and we were naked, and there was a dog, and his back half was chasing him... and then we saw Bing Bong.",INT. HEADQUARTERS - MORNING,"Anger and Disgust come out looking tired, rumpled..."
902,ANGER,"You idiot! It was a DREAM! This is ridiculous, we can't even get a good night sleep anymore. Time to take action.",INT. HEADQUARTERS - MORNING,"Anger and Disgust come out looking tired, rumpled..."
903,ANGER,"Stupid Mom and Dad. If they hadn't moved us, none of this would've happened. Who's with me?",INT. HEADQUARTERS - MORNING,He goes and gets the Idea Bulb he held up earlier.
904,DISGUST,"Yeah, let's do it.",INT. HEADQUARTERS - MORNING,Fear stammers nervously. Anger looks to Disgust.
905,ANGER,She took it. There's no turning back.,INT. HEADQUARTERS,Riley gets the idea. She takes out her computer.
906,DISGUST,"So, how're we gonna get to Minnesota from here?",INT. HEADQUARTERS,Riley gets the idea. She takes out her computer.
907,ANGER,"Well, why don't we go to the elephant lot and rent an elephant?",INT. HEADQUARTERS,Riley gets the idea. She takes out her computer.
908,FEAR,Hey! That sounds nice!,INT. HEADQUARTERS,Riley gets the idea. She takes out her computer.
909,ANGER,"We're taking the bus, nitwit!",INT. HEADQUARTERS,Riley gets the idea. She takes out her computer.
910,ANGER,There's a bus leaving tomorrow. Perfect.,INT. HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website."
911,DISGUST,A ticket costs money. How do we get money?,INT. HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website."
912,ANGER,Mom's purse.,INT. HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website."
913,DISGUST,You wouldn't.,INT. HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website."
914,ANGER,"Oh, but I would. Where was it we saw it last?",INT. HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website."
915,GUM MEMORY,Tripledent gum will--,INT. HEADQUARTERS,He punches up a memory. It comes up and plays.
916,ANGER,"NOOOO!!! (slams his fist, canceling the memory) It's downstairs somewhere. Mom and Dad got us into this mess. They can pay to get us out.",INT. HEADQUARTERS,He punches up a memory. It comes up and plays.
917,BING BONG,"How about this, huh? Isn't this nice? You can see everything from up here! Look, there's Inductive Reasoning. There's Deja Vu. There's Language Processing! There's Deja Vu. There's Critical Thinking! There's Deja Vu. Hey look at this, guys! Memories!",EXT. MIND WORLD - MORNING,The train speeds ahead. The trio look out the train door.
918,JOY,"Hey, that was a good idea. About scaring Riley awake. You're not so bad.",EXT. MIND WORLD - MORNING,Bing Bong ducks inside the train. Joy looks over to Sadness.
919,SADNESS,Really?,EXT. MIND WORLD - MORNING,Bing Bong ducks inside the train. Joy looks over to Sadness.
920,JOY,Nice work.,EXT. MIND WORLD - MORNING,Bing Bong ducks inside the train. Joy looks over to Sadness.
921,JOY,I can't wait to get the old Riley back. As soon as we get there I'm going to fix this whole mess.,EXT. MIND WORLD - MORNING,Joy turns to sit on a crate inside the train.
922,BING BONG,Whoa. Is this Riley?,EXT. MIND WORLD - MORNING,Bing Bong looks at a memory.
923,BING BONG,She's so big now. She won't fit in my rocket. How're we gonna get to the moon?,EXT. MIND WORLD - MORNING,A RECENT MEMORY: Riley hoisted in the air by her teammates.
924,JOY,"(taking the memory) Oh, it's that time in the twisty tree, remember? The hockey team showed up and Mom and Dad were there cheering. Look at her, having fun and laughing. I love this one.",EXT. MIND WORLD - MORNING,A RECENT MEMORY: Riley hoisted in the air by her teammates.
925,SADNESS,Mmm. I love that one too.,EXT. MIND WORLD - MORNING,A RECENT MEMORY: Riley hoisted in the air by her teammates.
926,JOY,Atta girl! Now you're getting it!,EXT. MIND WORLD - MORNING,A RECENT MEMORY: Riley hoisted in the air by her teammates.
927,SADNESS,Yeah. It was the day the Prairie Dogs lost the big playoff game. Riley missed the winning shot. She felt awful. She wanted to quit.,EXT. MIND WORLD - MORNING,A RECENT MEMORY: Riley hoisted in the air by her teammates.
928,SADNESS,"Sorry. I went sad again, didn't I?",EXT. MIND WORLD - MORNING,Joy's smile fades.
929,JOY,I'll tell ya what. We'll keep working on that when we get back. Okay?,EXT. MIND WORLD - MORNING,Joy's smile fades.
930,SADNESS,Okay.,EXT. MIND WORLD - MORNING,Joy's smile fades.
931,MOM,"(on phone) But I just don't understand, why did our moving van even go to Texas?",INT. SAN FRANCISCO HOUSE - NIGHT,Riley sneaks down the stairs. Mom is on the phone in the kitchen with her back to Riley.
932,MOM,Multiple customers?,INT. SAN FRANCISCO HOUSE - NIGHT,Riley spots Mom's purse on the table.
933,MOM,"Well, we were promised delivery on the fifth. Uh-huh.",INT. SAN FRANCISCO HOUSE - NIGHT,Riley opens the purse.
934,MOM,"(still on phone) Excuse me, isn't there any way that you can rush it?",INT. SAN FRANCISCO HOUSE - NIGHT,Riley takes out Mom's credit card. She pauses. Is she really doing this? Suddenly Mom turns. Riley panics. Mom looks up. Empty room.
935,WORKER #1,LOOK OUT!,INT. TRAIN CAR,"Honesty Island crashes into the train tracks. Joy, Sadness and Bing Bong scream. Workers below see the train falling towards them."
936,BING BONG,Hold on!,INT. TRAIN CAR,"The train CRASHES onto the cliffside.  It slips towards the edge. Joy struggles to get up, but the floor is pitching."
937,JOY,That was our way home! We lost another island... what is happening?,INT. TRAIN CAR,"Workers grab Joy, Sadness and Bing Bong just as the train slides off the cliff and drops into the dump below. Joy looks towards Headquarters."
938,WORKER #1,Haven't you heard? Riley is running away.,INT. TRAIN CAR,"Workers grab Joy, Sadness and Bing Bong just as the train slides off the cliff and drops into the dump below. Joy looks towards Headquarters."
939,JOY,What?!,INT. TRAIN CAR,"Workers grab Joy, Sadness and Bing Bong just as the train slides off the cliff and drops into the dump below. Joy looks towards Headquarters."
940,FEAR,"Wait, wait, hang on, guys. Are we really doing this? I mean, this is serious.",INT. HEADQUARTERS,Fear is driving.
941,ANGER,Look. We have no core memories. You want Riley to be happy? Let's get back to Minnesota and make more.,INT. HEADQUARTERS,Anger pushes Fear aside and works the console.
942,SADNESS,"If we hurry, we can still stop her. (points)",EXT. LONG-TERM MEMORY CLIFFS,Riley's worried face goes angry. She packs and exits.
943,JOY,Family Island. Let's go!,EXT. LONG-TERM MEMORY CLIFFS,Riley's worried face goes angry. She packs and exits.
944,SADNESS,Joy! Joy! It's too dangerous! We won't make it in time!,EXT. LONG-TERM MEMORY CLIFFS,Family Island shakes and crumbles.
945,JOY,But that's our only way back!,EXT. LONG-TERM MEMORY CLIFFS,Family Island shakes and crumbles.
946,JOY,A recall tube!,EXT. LONG-TERM MEMORY CLIFFS,"The rumbling causes an END CAP of a nearby shelf to break, exposing an open tube.  A memory gets sucked up and shot towards Headquarters."
947,SADNESS,We can get recalled!,EXT. LONG-TERM MEMORY CLIFFS,"The rumbling causes an END CAP of a nearby shelf to break, exposing an open tube.  A memory gets sucked up and shot towards Headquarters."
948,MOM,"Have a great day, sweetheart.",INT. SAN FRANCISCO HOUSE - DAY,Riley goes to the front door. Mom and Dad are in the kitchen.
949,DAD,"See you after school, monkey.",INT. SAN FRANCISCO HOUSE - DAY,Riley goes to the front door. Mom and Dad are in the kitchen.
950,MOM,We love you!,INT. SAN FRANCISCO HOUSE - DAY,Riley goes to the front door. Mom and Dad are in the kitchen.
951,JOY,Go! Run! RUN!,EXT. LONG-TERM MEMORY CLIFFS,"Family Island rumbles. A LARGE CHUNK of cliff edge breaks off behind them, driving Joy and Sadness forward."
952,JOY,"Woah woah! Sadness! (pushing her back) Sadness, stop! You're hurting Riley!",EXT. LONG-TERM MEMORY CLIFFS,"Joy steps into the disconnected TUBE, ready to sail up to Headquarters. Sadness tries to climb in, but there's not enough room; she jostles, pressing against the satchel. The CORE MEMORIES start to turn blue."
953,SADNESS,"Oh no, I did it again...",EXT. LONG-TERM MEMORY CLIFFS,"Joy pulls a core memory from the satchel. It is BRIGHT BLUE, but slowly fades back to normal."
954,JOY,"If you get in here, these core memories will get sad!",EXT. LONG-TERM MEMORY CLIFFS,"Joy pulls a core memory from the satchel. It is BRIGHT BLUE, but slowly fades back to normal."
955,JOY,I'm sorry. Riley needs to be happy.,EXT. LONG-TERM MEMORY CLIFFS,"Joy watches FAMILY ISLAND crumble. She looks down at Sadness. Joy, pained, decides."
956,SADNESS,Joy!!!,FALLS!,"Bing Bong runs forward to help her, but the ground beneath him crumbles away. Joy and Bing Bong tumble into the abyss."
957,BING BONG,Joy?,EXT. MEMORY DUMP - MOMENTS LATER,"Joy falls, clutching the satchel of core memories. She lands hard, rolling down a hill of faded memories. She sits up, looks around. The satchel! All the memories are still there. Panicked, Joy runs up the hills of memories. Off in another part of the dump, Bing Bong comes to."
958,BING BONG,Joy!,EXT. MEMORY DUMP - MOMENTS LATER,Bing Bong notices his hand beginning to fade. He gasps.
959,BING BONG,"Joy? Joy, what are you doing? Will you stop it please?",EXT. MEMORY DUMP - MOMENTS LATER,He finds Joy desperately clawing her way up the hill.
960,BING BONG,"Don't you get it, Joy? We're stuck down here. We're forgotten.",EXT. MEMORY DUMP - MOMENTS LATER,Joy ignores him; keeps trying.
961,RILEY,We used to play tag and stuff.,EXT. MEMORY DUMP - MOMENTS LATER,"This stops Joy. All around, memories are fading to dust. Vapors blowing in the atmosphere, they disappear."
962,RILEY,But everything's different now since we moved.,EXT. MEMORY DUMP - MOMENTS LATER,Joy recognizes this. She finds Sadness' BLUE CORE MEMORY: Riley crying in class.
963,JOY,Do you remember how she used to stick her tongue out when she was coloring?,EXT. MEMORY DUMP - MOMENTS LATER,Seeing Riley cry breaks Joy's heart. She falls to her knees. She picks up a nearby MEMORY of young happy Riley coloring.
964,JOY,I could listen to her stories all day.,EXT. MEMORY DUMP - MOMENTS LATER,Another memory: Riley talking to a bug.
965,JOY,I just wanted Riley to be happy. And now...,EXT. MEMORY DUMP - MOMENTS LATER,Another memory: Riley spinning.
966,SADNESS,It was the day the Prairie Dogs lost the big playoff game. Riley missed the winning shot. She felt awful. She wanted to quit.,EXT. MEMORY DUMP - MOMENTS LATER,"She holds the recent blue memory of Riley in class.  Joy hugs them all until the memories fall out of her arms. Joy cries. A long, deep, painful cry. Joy has lost everything. Around her, memories fade and disappear. A tear falls onto the faded TWISTY-TREE MEMORY. Joy wipes it. In wiping the tear, the memory rewinds. Its color CHANGES from GOLD TO BLUE. IN THE MEMORY: Riley sits in the tree with her parents, the team approaching in the distance. Joy looks closer. What's this? She rewinds more. IN THE MEMORY: Riley sits in the tree, crying, alone. Joy remembers what Sadness said about the memory..."
967,JOY,"Sadness. Mom and Dad, the team... they came to help because of Sadness.",EXT. MEMORY DUMP - MOMENTS LATER,IN THE MEMORY: Mom and Dad come to console Riley. Joy fast forwards. IN THE MEMORY: The hockey team lifts Riley on their shoulders and cheers.  Riley smiles.
968,JOY,We have to get back up there!,EXT. MEMORY DUMP - MOMENTS LATER,"She turns to Bing Bong, ready to take action."
969,BING BONG,"Joy, we're stuck down here. We might as well be on another planet.",EXT. MEMORY DUMP - MOMENTS LATER,"She turns to Bing Bong, ready to take action."
970,JOY,(getting an idea) Another planet. (sings) Who's your friend who likes to play?,EXT. MEMORY DUMP - MOMENTS LATER,"She turns to Bing Bong, ready to take action."
971,JOY,(sings louder) Who's your friend who likes to play?,EXT. MEMORY DUMP - MOMENTS LATER,Silence.
972,BING BONG,(understanding; excited) His rocket makes you yell Hooray!,EXT. MEMORY DUMP - MOMENTS LATER,Silence.
973,BING BONG,"Who's the best in every way and wants to sing this song to say, who's your friend who likes to play? Bing Bong Bing Bong!",EXT. MEMORY DUMP - MOMENTS LATER,"Far off, BING BONG'S ROCKET answers. They run towards it."
974,JOY,Hop in!,EXT. MEMORY DUMP - LATER,They perch the wagon atop a hill. Joy looks resigned.
975,JOY,C'mon!,EXT. MEMORY DUMP - LATER,"Both inside, Bing Bong pushes off. They speed down a slope to gain momentum, singing all the way. They reach the bottom and shoot up another hill, launching up towards the cliff top. Joy and Bing Bong enthusiastically, if not desperately, sing at the top of their lungs. Not even close. They crash back to the bottom."
976,BING BONG,"Come on, Joy. One more time. I've got a feeling about this one.",EXT. MEMORY DUMP - MOMENTS LATER,They shoot down a taller hill for another go. They SING faster and louder. Joy reaches for the ledge but they fall with a thud. Bing Bong stands. There's no way they'll make it.  He looks up at the ledge and then to his hand -- it's disappearing!
977,BING BONG,"Louder! Louder, Joy! Sing louder!",EXT. MEMORY DUMP - MOMENTS LATER,"Hurdling down the largest hill yet, they continue to sing Bing Bong's song."
978,JOY,We're gonna make it!,EXT. MEMORY DUMP - MOMENTS LATER,"Bing Bong times it just right... and jumps out of the wagon. Without his weight, the Joy gains momentum. She's unaware of Bing Bong's absence."
979,JOY,"Woohoo! Bing Bong, we did it! We--",EXT. MEMORY DUMP - MOMENTS LATER,The rocket makes it over the ledge! It crashes atop the cliff.
980,JOY,Bing Bong? Bing Bong!,EXT. MEMORY DUMP - MOMENTS LATER,She turns around. She's alone.
981,BING BONG,Ya ha ha! You made it! Ha ha! Go! Go save Riley! (pause) Take her to the moon for me. Okay?,EXT. MEMORY DUMP - MOMENTS LATER,"She runs to the cliff side.  Below, Bing Bong laughs excitedly, happy to help Riley in the only way he can."
982,JOY,"I'll try, Bing Bong. I promise.",EXT. MEMORY DUMP - MOMENTS LATER,He waves as the last of him vanishes into the air. Joy's eyes widen in awe; he's sacrificed his life for her.
983,MOM,We're home! Riley? Riley!,INT. SAN FRANCISCO HOUSE - EVENING,Mom and Dad walk in.
984,MOM,I'll call her cell.,INT. RILEY'S ROOM - EVENING,Dad opens the door. The room is empty.
985,FEAR,This is terrible. Wait. Is that someone walking towards us? Let's cross the street.,INT. HEADQUARTERS,Riley walks through a sketchy part of the city.
986,FEAR,It's Mom! She's on to us! Where's my bag?,INT. HEADQUARTERS,Riley's cell phone rings. MOM is calling.
987,DISGUST,What do we do?,INT. HEADQUARTERS,Fear finds a paper bag and breathes into it to calm himself.
988,ANGER,Riley needs to get core memories. We keep going.,INT. HEADQUARTERS,Fear finds a paper bag and breathes into it to calm himself.
989,JOY,Sadness!,EXT. LONG-TERM MEMORY,Joy runs through the Long-Term Memory stacks.
990,JOY,"Sadness? Sadness? (no answer; desperate) C'mon Sadness, where are you? Okay. If I were Sadness, where would I be?",EXT. LONG-TERM MEMORY,Joy runs through a long corridor.
991,JOY,(Sadness voice) Ohhh... everything is awful and my legs don't work and you have to drag me around while I touch all the--,EXT. LONG-TERM MEMORY,Joy slumps to the ground. She kicks a leg up in the air.
992,DISGUST,Oh no. It's Mom again. What do we do?!,INT. HEADQUARTERS,Fear breathes faster into his paper bag.
993,ANGER,Uh... Uh...,INT. HEADQUARTERS,Fear breathes faster into his paper bag.
994,ANGER,This is madness! She shouldn't run away!,INT. HEADQUARTERS,Fear's bag POPS.
995,DISGUST,Let's get this idea out of her head.,INT. HEADQUARTERS,Fear's bag POPS.
996,JOY,Sadness!,INT. LONG-TERM MEMORY,"Joy runs, following the path of blue memories."
997,JOY,Sadness!,INT. LONG-TERM MEMORY,Joy rounds a corner and spots Sadness far down the next row.
998,SADNESS,Joy?,INT. LONG-TERM MEMORY,Sadness turns around.
999,JOY,"Wait, Sadness!",INT. LONG-TERM MEMORY,"Inexplicably, Sadness turns and runs away."
1000,SADNESS,Just let me go! Riley's better off without me!,INT. LONG-TERM MEMORY,Joy chases after her. Sadness doesn't stop.
1001,JOY,Come back!,"INT. IMAGINATIONLAND, FRENCH FRY FOREST",Sadness topples giant french fries in Joy's path.
